uid,gid,cluster,size,seq,series,begin,end,id,book
-9110883200513474211,-3654492682322209607,137439142921,2,1175,Shamela0011566-ara1.completed,1478,1646,Shamela0011566,0845Maqrizi.Mawaciz
-9110883200513474211,-3654492682322209607,34359826412,2,1175,Shamela0011566-ara1.completed,890,1132,Shamela0011566,0845Maqrizi.Mawaciz
-9110883200513474211,-3654492682322209607,163208861896,3,1175,Shamela0011566-ara1.completed,1152,1478,Shamela0011566,0845Maqrizi.Mawaciz
-7840767625420149245,-3654492682322209607,128849093054,3,211,Shamela0011566-ara1.completed,547,929,Shamela0011566,0845Maqrizi.Mawaciz
452023985306101188,-3654492682322209607,174006,2,1019,Shamela0011566-ara1.completed,734,984,Shamela0011566,0845Maqrizi.Mawaciz
4680534887731459110,-3654492682322209607,60129595691,3,1111,Shamela0011566-ara1.completed,47,312,Shamela0011566,0845Maqrizi.Mawaciz
4680534887731459110,-3654492682322209607,188978562302,3,1111,Shamela0011566-ara1.completed,320,838,Shamela0011566,0845Maqrizi.Mawaciz
-615272137004677780,-3654492682322209607,395137139374,2,2083,Shamela0011566-ara1.completed,1470,1593,Shamela0011566,0845Maqrizi.Mawaciz
-615272137004677780,-3654492682322209607,292057993070,2,2083,Shamela0011566-ara1.completed,1,414,Shamela0011566,0845Maqrizi.Mawaciz
234588718885398302,-3654492682322209607,111669333314,7,217,Shamela0011566-ara1.completed,856,1530,Shamela0011566,0845Maqrizi.Mawaciz
234588718885398302,-3654492682322209607,403727022673,2,217,Shamela0011566-ara1.completed,741,1518,Shamela0011566,0845Maqrizi.Mawaciz
234588718885398302,-3654492682322209607,103079290893,4,217,Shamela0011566-ara1.completed,1,394,Shamela0011566,0845Maqrizi.Mawaciz
-4921817671765706827,-3654492682322209607,8590002382,3,553,Shamela0011566-ara1.completed,927,1540,Shamela0011566,0845Maqrizi.Mawaciz
-4921817671765706827,-3654492682322209607,25769836275,3,553,Shamela0011566-ara1.completed,58,477,Shamela0011566,0845Maqrizi.Mawaciz
-4921817671765706827,-3654492682322209607,25769836274,5,553,Shamela0011566-ara1.completed,234,693,Shamela0011566,0845Maqrizi.Mawaciz
8850479786286529068,-3654492682322209607,257698080564,3,2075,Shamela0011566-ara1.completed,1,311,Shamela0011566,0845Maqrizi.Mawaciz
8850479786286529068,-3654492682322209607,463856664186,2,2075,Shamela0011566-ara1.completed,454,697,Shamela0011566,0845Maqrizi.Mawaciz
8850479786286529068,-3654492682322209607,498216270191,2,2075,Shamela0011566-ara1.completed,1107,1309,Shamela0011566,0845Maqrizi.Mawaciz
-4592770028358457170,-3654492682322209607,51539784572,2,1993,Shamela0011566-ara1.completed,628,897,Shamela0011566,0845Maqrizi.Mawaciz
-1038546617600301804,-3654492682322209607,201152,4,1826,Shamela0011566-ara1.completed,1448,1556,Shamela0011566,0845Maqrizi.Mawaciz
-1038546617600301804,-3654492682322209607,188978628397,2,1826,Shamela0011566-ara1.completed,1000,1488,Shamela0011566,0845Maqrizi.Mawaciz
-1027761394198454104,-3654492682322209607,584115602903,2,1182,Shamela0011566-ara1.completed,1345,1530,Shamela0011566,0845Maqrizi.Mawaciz
-3175864924617696225,-3654492682322209607,137439098937,3,19,Shamela0011566-ara1.completed,930,1379,Shamela0011566,0845Maqrizi.Mawaciz
-3175864924617696225,-3654492682322209607,137439098934,2,19,Shamela0011566-ara1.completed,247,1425,Shamela0011566,0845Maqrizi.Mawaciz
-3175864924617696225,-3654492682322209607,137439098935,2,19,Shamela0011566-ara1.completed,1,232,Shamela0011566,0845Maqrizi.Mawaciz
-3175864924617696225,-3654492682322209607,25770005598,2,19,Shamela0011566-ara1.completed,1341,1545,Shamela0011566,0845Maqrizi.Mawaciz
5452937147682960835,-3654492682322209607,17180048022,2,708,Shamela0011566-ara1.completed,121,866,Shamela0011566,0845Maqrizi.Mawaciz
5452937147682960835,-3654492682322209607,240518355986,2,708,Shamela0011566-ara1.completed,933,1077,Shamela0011566,0845Maqrizi.Mawaciz
5452937147682960835,-3654492682322209607,17180048021,3,708,Shamela0011566-ara1.completed,569,899,Shamela0011566,0845Maqrizi.Mawaciz
5452937147682960835,-3654492682322209607,240518355983,2,708,Shamela0011566-ara1.completed,861,1514,Shamela0011566,0845Maqrizi.Mawaciz
5452937147682960835,-3654492682322209607,240518355985,2,708,Shamela0011566-ara1.completed,460,751,Shamela0011566,0845Maqrizi.Mawaciz
-1567362011290266600,-3654492682322209607,111669265913,5,1937,Shamela0011566-ara1.completed,1,453,Shamela0011566,0845Maqrizi.Mawaciz
-1567362011290266600,-3654492682322209607,163208839799,3,1937,Shamela0011566-ara1.completed,453,1343,Shamela0011566,0845Maqrizi.Mawaciz
-1567362011290266600,-3654492682322209607,111669265912,6,1937,Shamela0011566-ara1.completed,191,691,Shamela0011566,0845Maqrizi.Mawaciz
-1567362011290266600,-3654492682322209607,188978695702,4,1937,Shamela0011566-ara1.completed,1343,1553,Shamela0011566,0845Maqrizi.Mawaciz
-1567362011290266600,-3654492682322209607,188978695696,2,1937,Shamela0011566-ara1.completed,1,1531,Shamela0011566,0845Maqrizi.Mawaciz
-1567362011290266600,-3654492682322209607,188978695701,3,1937,Shamela0011566-ara1.completed,985,1343,Shamela0011566,0845Maqrizi.Mawaciz
-1567362011290266600,-3654492682322209607,111669265910,3,1937,Shamela0011566-ara1.completed,1,985,Shamela0011566,0845Maqrizi.Mawaciz
2077642086933450360,-3654492682322209607,77309584494,3,2181,Shamela0011566-ara1.completed,30,192,Shamela0011566,0845Maqrizi.Mawaciz
2077642086933450360,-3654492682322209607,206158507300,2,2181,Shamela0011566-ara1.completed,1,1073,Shamela0011566,0845Maqrizi.Mawaciz
2077642086933450360,-3654492682322209607,51539697191,2,2181,Shamela0011566-ara1.completed,1108,1518,Shamela0011566,0845Maqrizi.Mawaciz
-4419629477952338900,-3654492682322209607,214748514992,3,1114,Shamela0011566-ara1.completed,1048,1286,Shamela0011566,0845Maqrizi.Mawaciz
-4021677080479255933,-3654492682322209607,51539666926,2,328,Shamela0011566-ara1.completed,236,1013,Shamela0011566,0845Maqrizi.Mawaciz
-4021677080479255933,-3654492682322209607,51539720022,3,328,Shamela0011566-ara1.completed,1016,1456,Shamela0011566,0845Maqrizi.Mawaciz
-4021677080479255933,-3654492682322209607,77309541649,2,328,Shamela0011566-ara1.completed,830,1557,Shamela0011566,0845Maqrizi.Mawaciz
-4021677080479255933,-3654492682322209607,103079373316,2,328,Shamela0011566-ara1.completed,1,351,Shamela0011566,0845Maqrizi.Mawaciz
7463679408455558006,-3654492682322209607,111669226429,14,511,Shamela0011566-ara1.completed,1,1041,Shamela0011566,0845Maqrizi.Mawaciz
7463679408455558006,-3654492682322209607,111669226434,2,511,Shamela0011566-ara1.completed,481,1030,Shamela0011566,0845Maqrizi.Mawaciz
7463679408455558006,-3654492682322209607,240518305453,2,511,Shamela0011566-ara1.completed,488,1314,Shamela0011566,0845Maqrizi.Mawaciz
7463679408455558006,-3654492682322209607,214748430575,2,511,Shamela0011566-ara1.completed,1,257,Shamela0011566,0845Maqrizi.Mawaciz
7463679408455558006,-3654492682322209607,240518305452,2,511,Shamela0011566-ara1.completed,257,1297,Shamela0011566,0845Maqrizi.Mawaciz
7463679408455558006,-3654492682322209607,103079357317,4,511,Shamela0011566-ara1.completed,749,1048,Shamela0011566,0845Maqrizi.Mawaciz
3703805202933166259,-3654492682322209607,549755843987,2,894,Shamela0011566-ara1.completed,1,653,Shamela0011566,0845Maqrizi.Mawaciz
7213325723196330682,-3654492682322209607,68719576203,2,691,Shamela0011566-ara1.completed,1028,1524,Shamela0011566,0845Maqrizi.Mawaciz
7213325723196330682,-3654492682322209607,283467875297,2,691,Shamela0011566-ara1.completed,93,739,Shamela0011566,0845Maqrizi.Mawaciz
7213325723196330682,-3654492682322209607,283467875299,3,691,Shamela0011566-ara1.completed,332,820,Shamela0011566,0845Maqrizi.Mawaciz
7213325723196330682,-3654492682322209607,283467875300,2,691,Shamela0011566-ara1.completed,820,1183,Shamela0011566,0845Maqrizi.Mawaciz
7213325723196330682,-3654492682322209607,249108299013,3,691,Shamela0011566-ara1.completed,87,306,Shamela0011566,0845Maqrizi.Mawaciz
-787570918770832625,-3654492682322209607,266288173060,2,1426,Shamela0011566-ara1.completed,900,1224,Shamela0011566,0845Maqrizi.Mawaciz
-787570918770832625,-3654492682322209607,266288173061,2,1426,Shamela0011566-ara1.completed,292,566,Shamela0011566,0845Maqrizi.Mawaciz
-787570918770832625,-3654492682322209607,266288173062,2,1426,Shamela0011566-ara1.completed,1,292,Shamela0011566,0845Maqrizi.Mawaciz
-787570918770832625,-3654492682322209607,266288173063,5,1426,Shamela0011566-ara1.completed,575,796,Shamela0011566,0845Maqrizi.Mawaciz
-5390271649739520901,-3654492682322209607,377957297382,2,1523,Shamela0011566-ara1.completed,1,361,Shamela0011566,0845Maqrizi.Mawaciz
-4956710197229920767,-3654492682322209607,283467924141,2,2096,Shamela0011566-ara1.completed,943,1109,Shamela0011566,0845Maqrizi.Mawaciz
-4956710197229920767,-3654492682322209607,68719496915,10,2096,Shamela0011566-ara1.completed,1,668,Shamela0011566,0845Maqrizi.Mawaciz
-4956710197229920767,-3654492682322209607,111669190334,7,2096,Shamela0011566-ara1.completed,943,1452,Shamela0011566,0845Maqrizi.Mawaciz
-4956710197229920767,-3654492682322209607,68719496919,6,2096,Shamela0011566-ara1.completed,446,645,Shamela0011566,0845Maqrizi.Mawaciz
-4956710197229920767,-3654492682322209607,266288176433,3,2096,Shamela0011566-ara1.completed,649,1109,Shamela0011566,0845Maqrizi.Mawaciz
-4956710197229920767,-3654492682322209607,137439036794,9,2096,Shamela0011566-ara1.completed,597,949,Shamela0011566,0845Maqrizi.Mawaciz
-4956710197229920767,-3654492682322209607,223338331792,4,2096,Shamela0011566-ara1.completed,1,949,Shamela0011566,0845Maqrizi.Mawaciz
-6364145328473117075,-3654492682322209607,77309556041,9,1112,Shamela0011566-ara1.completed,1158,1305,Shamela0011566,0845Maqrizi.Mawaciz
-6364145328473117075,-3654492682322209607,171798744017,3,1112,Shamela0011566-ara1.completed,1040,1516,Shamela0011566,0845Maqrizi.Mawaciz
-6364145328473117075,-3654492682322209607,149285,24,1112,Shamela0011566-ara1.completed,127,1516,Shamela0011566,0845Maqrizi.Mawaciz
-6364145328473117075,-3654492682322209607,149293,12,1112,Shamela0011566-ara1.completed,269,868,Shamela0011566,0845Maqrizi.Mawaciz
-6364145328473117075,-3654492682322209607,77309556034,4,1112,Shamela0011566-ara1.completed,706,1516,Shamela0011566,0845Maqrizi.Mawaciz
-6364145328473117075,-3654492682322209607,438086667017,4,1112,Shamela0011566-ara1.completed,1288,1505,Shamela0011566,0845Maqrizi.Mawaciz
-2526258214779490512,-3654492682322209607,670014927179,2,123,Shamela0011566-ara1.completed,1,294,Shamela0011566,0845Maqrizi.Mawaciz
-2526258214779490512,-3654492682322209607,163208948632,3,123,Shamela0011566-ara1.completed,314,659,Shamela0011566,0845Maqrizi.Mawaciz
-2526258214779490512,-3654492682322209607,257698219198,2,123,Shamela0011566-ara1.completed,1,566,Shamela0011566,0845Maqrizi.Mawaciz
-1604273979480988085,-3654492682322209607,403726957479,2,1461,Shamela0011566-ara1.completed,1145,1621,Shamela0011566,0845Maqrizi.Mawaciz
-930683738906677611,-3654492682322209607,51539806629,2,2215,Shamela0011566-ara1.completed,18,526,Shamela0011566,0845Maqrizi.Mawaciz
2986563456161146067,-3654492682322209607,223338432694,2,1626,Shamela0011566-ara1.completed,1000,1510,Shamela0011566,0845Maqrizi.Mawaciz
4308857099670881736,-3654492682322209607,77309544522,2,213,Shamela0011566-ara1.completed,879,1529,Shamela0011566,0845Maqrizi.Mawaciz
4308857099670881736,-3654492682322209607,25769881105,2,213,Shamela0011566-ara1.completed,1198,1529,Shamela0011566,0845Maqrizi.Mawaciz
4308857099670881736,-3654492682322209607,77309544527,2,213,Shamela0011566-ara1.completed,1,451,Shamela0011566,0845Maqrizi.Mawaciz
4308857099670881736,-3654492682322209607,77309544523,6,213,Shamela0011566-ara1.completed,451,846,Shamela0011566,0845Maqrizi.Mawaciz
4308857099670881736,-3654492682322209607,34359922725,4,213,Shamela0011566-ara1.completed,1,238,Shamela0011566,0845Maqrizi.Mawaciz
4308857099670881736,-3654492682322209607,17179943496,2,213,Shamela0011566-ara1.completed,879,1198,Shamela0011566,0845Maqrizi.Mawaciz
-958513372104659747,-3654492682322209607,403727094866,2,2032,Shamela0011566-ara1.completed,677,1572,Shamela0011566,0845Maqrizi.Mawaciz
-958513372104659747,-3654492682322209607,618475316178,2,2032,Shamela0011566-ara1.completed,1,677,Shamela0011566,0845Maqrizi.Mawaciz
4078788177712222943,-3654492682322209607,60129646049,2,498,Shamela0011566-ara1.completed,968,1363,Shamela0011566,0845Maqrizi.Mawaciz
4078788177712222943,-3654492682322209607,128849124623,2,498,Shamela0011566-ara1.completed,8,534,Shamela0011566,0845Maqrizi.Mawaciz
4078788177712222943,-3654492682322209607,154619021164,2,498,Shamela0011566-ara1.completed,258,548,Shamela0011566,0845Maqrizi.Mawaciz
-5409826156168003600,-3654492682322209607,326417524296,3,229,Shamela0011566-ara1.completed,998,1300,Shamela0011566,0845Maqrizi.Mawaciz
-5409826156168003600,-3654492682322209607,343597475075,2,229,Shamela0011566-ara1.completed,578,894,Shamela0011566,0845Maqrizi.Mawaciz
-3059977119755557725,-3654492682322209607,8590063092,4,96,Shamela0011566-ara1.completed,30,585,Shamela0011566,0845Maqrizi.Mawaciz
-3059977119755557725,-3654492682322209607,8590063093,2,96,Shamela0011566-ara1.completed,565,887,Shamela0011566,0845Maqrizi.Mawaciz
-3059977119755557725,-3654492682322209607,8590063094,3,96,Shamela0011566-ara1.completed,30,310,Shamela0011566,0845Maqrizi.Mawaciz
-2026650304054319232,-3654492682322209607,8589999165,7,66,Shamela0011566-ara1.completed,1236,1523,Shamela0011566,0845Maqrizi.Mawaciz
-2026650304054319232,-3654492682322209607,171798911932,14,66,Shamela0011566-ara1.completed,525,865,Shamela0011566,0845Maqrizi.Mawaciz
-2026650304054319232,-3654492682322209607,326417610343,2,66,Shamela0011566-ara1.completed,26,865,Shamela0011566,0845Maqrizi.Mawaciz
-2026650304054319232,-3654492682322209607,25769846841,6,66,Shamela0011566-ara1.completed,231,428,Shamela0011566,0845Maqrizi.Mawaciz
-2026650304054319232,-3654492682322209607,77309606310,4,66,Shamela0011566-ara1.completed,1,165,Shamela0011566,0845Maqrizi.Mawaciz
-2026650304054319232,-3654492682322209607,8589999160,6,66,Shamela0011566-ara1.completed,963,1538,Shamela0011566,0845Maqrizi.Mawaciz
-2026650304054319232,-3654492682322209607,8589999169,4,66,Shamela0011566-ara1.completed,1010,1285,Shamela0011566,0845Maqrizi.Mawaciz
9121451248934435719,-3654492682322209607,17180074830,2,887,Shamela0011566-ara1.completed,825,1654,Shamela0011566,0845Maqrizi.Mawaciz
9121451248934435719,-3654492682322209607,300647782660,2,887,Shamela0011566-ara1.completed,825,994,Shamela0011566,0845Maqrizi.Mawaciz
9121451248934435719,-3654492682322209607,206158470027,2,887,Shamela0011566-ara1.completed,640,1494,Shamela0011566,0845Maqrizi.Mawaciz
2628325252152283413,-3654492682322209607,146029113717,2,249,Shamela0011566-ara1.completed,228,650,Shamela0011566,0845Maqrizi.Mawaciz
-4451014621970264641,-3654492682322209607,549755993628,2,705,Shamela0011566-ara1.completed,439,733,Shamela0011566,0845Maqrizi.Mawaciz
-4451014621970264641,-3654492682322209607,395137036613,3,705,Shamela0011566-ara1.completed,878,1517,Shamela0011566,0845Maqrizi.Mawaciz
-3206319292083298215,-3654492682322209607,317827741859,5,571,Shamela0011566-ara1.completed,1292,1575,Shamela0011566,0845Maqrizi.Mawaciz
5821074684664665720,-3654492682322209607,128849120229,2,1987,Shamela0011566-ara1.completed,642,1183,Shamela0011566,0845Maqrizi.Mawaciz
8666069434537807379,-3654492682322209607,309237869004,2,1076,Shamela0011566-ara1.completed,334,597,Shamela0011566,0845Maqrizi.Mawaciz
9061190403774438324,-3654492682322209607,532576061925,2,648,Shamela0011566-ara1.completed,810,1453,Shamela0011566,0845Maqrizi.Mawaciz
9061190403774438324,-3654492682322209607,180388838229,4,648,Shamela0011566-ara1.completed,539,897,Shamela0011566,0845Maqrizi.Mawaciz
9061190403774438324,-3654492682322209607,8589977340,184,648,Shamela0011566-ara1.completed,153,863,Shamela0011566,0845Maqrizi.Mawaciz
9061190403774438324,-3654492682322209607,128849172266,5,648,Shamela0011566-ara1.completed,153,303,Shamela0011566,0845Maqrizi.Mawaciz
9061190403774438324,-3654492682322209607,652835085542,2,648,Shamela0011566-ara1.completed,6,535,Shamela0011566,0845Maqrizi.Mawaciz
9061190403774438324,-3654492682322209607,292057877200,3,648,Shamela0011566-ara1.completed,893,1196,Shamela0011566,0845Maqrizi.Mawaciz
9061190403774438324,-3654492682322209607,446676798422,2,648,Shamela0011566-ara1.completed,1,810,Shamela0011566,0845Maqrizi.Mawaciz
-818930187756624438,-3654492682322209607,446676745714,2,786,Shamela0011566-ara1.completed,122,536,Shamela0011566,0845Maqrizi.Mawaciz
5723916005095155137,-3654492682322209607,60129650948,2,972,Shamela0011566-ara1.completed,285,702,Shamela0011566,0845Maqrizi.Mawaciz
5723916005095155137,-3654492682322209607,163208901201,3,972,Shamela0011566-ara1.completed,686,1064,Shamela0011566,0845Maqrizi.Mawaciz
5723916005095155137,-3654492682322209607,386547246146,2,972,Shamela0011566-ara1.completed,158,321,Shamela0011566,0845Maqrizi.Mawaciz
5723916005095155137,-3654492682322209607,46324,5,972,Shamela0011566-ara1.completed,158,643,Shamela0011566,0845Maqrizi.Mawaciz
5723916005095155137,-3654492682322209607,34359755461,7,972,Shamela0011566-ara1.completed,1209,1478,Shamela0011566,0845Maqrizi.Mawaciz
5723916005095155137,-3654492682322209607,77309567709,13,972,Shamela0011566-ara1.completed,586,1064,Shamela0011566,0845Maqrizi.Mawaciz
-7153264684879369226,-3654492682322209607,352187525301,2,1879,Shamela0011566-ara1.completed,1,598,Shamela0011566,0845Maqrizi.Mawaciz
-7153264684879369226,-3654492682322209607,317827771255,2,1879,Shamela0011566-ara1.completed,670,1182,Shamela0011566,0845Maqrizi.Mawaciz
-8702361793319685162,-3654492682322209607,300647780754,2,225,Shamela0011566-ara1.completed,748,1502,Shamela0011566,0845Maqrizi.Mawaciz
-8702361793319685162,-3654492682322209607,60129671415,2,225,Shamela0011566-ara1.completed,1052,1506,Shamela0011566,0845Maqrizi.Mawaciz
-4881981792611621944,-3654492682322209607,25770030531,4,1470,Shamela0011566-ara1.completed,5,398,Shamela0011566,0845Maqrizi.Mawaciz
-4881981792611621944,-3654492682322209607,300647906106,2,1470,Shamela0011566-ara1.completed,5,660,Shamela0011566,0845Maqrizi.Mawaciz
2249246340470476977,-3654492682322209607,60129568167,2,360,Shamela0011566-ara1.completed,1,412,Shamela0011566,0845Maqrizi.Mawaciz
2249246340470476977,-3654492682322209607,111669245774,3,360,Shamela0011566-ara1.completed,412,1023,Shamela0011566,0845Maqrizi.Mawaciz
-3888118201847010266,-3654492682322209607,25769887393,3,2061,Shamela0011566-ara1.completed,1,684,Shamela0011566,0845Maqrizi.Mawaciz
-3984289699192933008,-3654492682322209607,292057889028,2,547,Shamela0011566-ara1.completed,488,793,Shamela0011566,0845Maqrizi.Mawaciz
-3984289699192933008,-3654492682322209607,68719537758,2,547,Shamela0011566-ara1.completed,971,1568,Shamela0011566,0845Maqrizi.Mawaciz
-754705183103563209,-3654492682322209607,249108224727,2,1477,Shamela0011566-ara1.completed,681,862,Shamela0011566,0845Maqrizi.Mawaciz
-754705183103563209,-3654492682322209607,472446479649,2,1477,Shamela0011566-ara1.completed,334,775,Shamela0011566,0845Maqrizi.Mawaciz
-754705183103563209,-3654492682322209607,17179904198,16,1477,Shamela0011566-ara1.completed,1,272,Shamela0011566,0845Maqrizi.Mawaciz
-8821364429127258332,-3654492682322209607,68719592465,2,1521,Shamela0011566-ara1.completed,1,347,Shamela0011566,0845Maqrizi.Mawaciz
-8821364429127258332,-3654492682322209607,300647728254,2,1521,Shamela0011566-ara1.completed,1,689,Shamela0011566,0845Maqrizi.Mawaciz
-8821364429127258332,-3654492682322209607,300647728253,2,1521,Shamela0011566-ara1.completed,689,1547,Shamela0011566,0845Maqrizi.Mawaciz
-8821364429127258332,-3654492682322209607,77309459478,2,1521,Shamela0011566-ara1.completed,347,1547,Shamela0011566,0845Maqrizi.Mawaciz
-6993730900929532683,-3654492682322209607,108239,128,377,Shamela0011566-ara1.completed,676,1188,Shamela0011566,0845Maqrizi.Mawaciz
-6993730900929532683,-3654492682322209607,60129749670,5,377,Shamela0011566-ara1.completed,1240,1623,Shamela0011566,0845Maqrizi.Mawaciz
-6993730900929532683,-3654492682322209607,163208979981,4,377,Shamela0011566-ara1.completed,271,570,Shamela0011566,0845Maqrizi.Mawaciz
-6993730900929532683,-3654492682322209607,326417623451,4,377,Shamela0011566-ara1.completed,1,323,Shamela0011566,0845Maqrizi.Mawaciz
-6993730900929532683,-3654492682322209607,326417623456,2,377,Shamela0011566-ara1.completed,1240,1356,Shamela0011566,0845Maqrizi.Mawaciz
-6993730900929532683,-3654492682322209607,326417623448,2,377,Shamela0011566-ara1.completed,1,570,Shamela0011566,0845Maqrizi.Mawaciz
-3573197688035762058,-3654492682322209607,283468021389,2,943,Shamela0011566-ara1.completed,1,935,Shamela0011566,0845Maqrizi.Mawaciz
-3573197688035762058,-3654492682322209607,283468021390,2,943,Shamela0011566-ara1.completed,1248,1689,Shamela0011566,0845Maqrizi.Mawaciz
4601680987410711899,-3654492682322209607,60129730540,4,216,Shamela0011566-ara1.completed,1,209,Shamela0011566,0845Maqrizi.Mawaciz
4601680987410711899,-3654492682322209607,60129730538,5,216,Shamela0011566-ara1.completed,934,1240,Shamela0011566,0845Maqrizi.Mawaciz
4601680987410711899,-3654492682322209607,60129612848,7,216,Shamela0011566-ara1.completed,1271,1512,Shamela0011566,0845Maqrizi.Mawaciz
5543950594013592999,-3654492682322209607,489626400538,2,1607,Shamela0011566-ara1.completed,1237,1401,Shamela0011566,0845Maqrizi.Mawaciz
5543950594013592999,-3654492682322209607,446676677831,2,1607,Shamela0011566-ara1.completed,1,619,Shamela0011566,0845Maqrizi.Mawaciz
5543950594013592999,-3654492682322209607,395137016691,2,1607,Shamela0011566-ara1.completed,1404,1669,Shamela0011566,0845Maqrizi.Mawaciz
8121514973772911068,-3654492682322209607,120259153748,2,165,Shamela0011566-ara1.completed,1066,1491,Shamela0011566,0845Maqrizi.Mawaciz
8121514973772911068,-3654492682322209607,120259153749,2,165,Shamela0011566-ara1.completed,935,1066,Shamela0011566,0845Maqrizi.Mawaciz
-7013180531690281267,-3654492682322209607,240518288532,2,131,Shamela0011566-ara1.completed,780,1112,Shamela0011566,0845Maqrizi.Mawaciz
-7013180531690281267,-3654492682322209607,661424982359,2,131,Shamela0011566-ara1.completed,1158,1534,Shamela0011566,0845Maqrizi.Mawaciz
-7504889958497983896,-3654492682322209607,283467909200,2,2258,Shamela0011566-ara1.completed,382,1037,Shamela0011566,0845Maqrizi.Mawaciz
-7504889958497983896,-3654492682322209607,455266616364,2,2258,Shamela0011566-ara1.completed,118,1037,Shamela0011566,0845Maqrizi.Mawaciz
7014510584706705884,-3654492682322209607,94489507039,3,82,Shamela0011566-ara1.completed,1,304,Shamela0011566,0845Maqrizi.Mawaciz
7014510584706705884,-3654492682322209607,128849162192,2,82,Shamela0011566-ara1.completed,934,1253,Shamela0011566,0845Maqrizi.Mawaciz
7014510584706705884,-3654492682322209607,214748551044,3,82,Shamela0011566-ara1.completed,415,924,Shamela0011566,0845Maqrizi.Mawaciz
-4275751016952778604,-3654492682322209607,171798713622,4,74,Shamela0011566-ara1.completed,33,873,Shamela0011566,0845Maqrizi.Mawaciz
-4275751016952778604,-3654492682322209607,42949723949,2,74,Shamela0011566-ara1.completed,960,1630,Shamela0011566,0845Maqrizi.Mawaciz
-8381362413639593556,-3654492682322209607,481036375231,2,839,Shamela0011566-ara1.completed,575,1686,Shamela0011566,0845Maqrizi.Mawaciz
-8381362413639593556,-3654492682322209607,532576110032,2,839,Shamela0011566-ara1.completed,1,308,Shamela0011566,0845Maqrizi.Mawaciz
-4793424606462700748,-3654492682322209607,541166055675,2,1671,Shamela0011566-ara1.completed,7,871,Shamela0011566,0845Maqrizi.Mawaciz
-270396379326189998,-3654492682322209607,68719570656,2,1918,Shamela0011566-ara1.completed,902,1327,Shamela0011566,0845Maqrizi.Mawaciz
-8807098862162623248,-3654492682322209607,395137069165,2,802,Shamela0011566-ara1.completed,427,888,Shamela0011566,0845Maqrizi.Mawaciz
-8807098862162623248,-3654492682322209607,317827621293,2,802,Shamela0011566-ara1.completed,1243,1593,Shamela0011566,0845Maqrizi.Mawaciz
-7064168789923025936,-3654492682322209607,60129684682,2,669,Shamela0011566-ara1.completed,747,1115,Shamela0011566,0845Maqrizi.Mawaciz
-7064168789923025936,-3654492682322209607,68719488014,7,669,Shamela0011566-ara1.completed,473,1033,Shamela0011566,0845Maqrizi.Mawaciz
-7064168789923025936,-3654492682322209607,77309516202,3,669,Shamela0011566-ara1.completed,1,747,Shamela0011566,0845Maqrizi.Mawaciz
-7064168789923025936,-3654492682322209607,77309516204,4,669,Shamela0011566-ara1.completed,1,380,Shamela0011566,0845Maqrizi.Mawaciz
-7064168789923025936,-3654492682322209607,77309516201,3,669,Shamela0011566-ara1.completed,681,1546,Shamela0011566,0845Maqrizi.Mawaciz
-7064168789923025936,-3654492682322209607,77309516200,4,669,Shamela0011566-ara1.completed,332,1546,Shamela0011566,0845Maqrizi.Mawaciz
4005811122839274473,-3654492682322209607,249108108275,2,993,Shamela0011566-ara1.completed,1163,1417,Shamela0011566,0845Maqrizi.Mawaciz
4005811122839274473,-3654492682322209607,25769848516,2,993,Shamela0011566-ara1.completed,266,707,Shamela0011566,0845Maqrizi.Mawaciz
9189408877489257715,-3654492682322209607,206158464946,2,2045,Shamela0011566-ara1.completed,1426,1556,Shamela0011566,0845Maqrizi.Mawaciz
9189408877489257715,-3654492682322209607,154618932269,3,2045,Shamela0011566-ara1.completed,300,589,Shamela0011566,0845Maqrizi.Mawaciz
9189408877489257715,-3654492682322209607,154618932267,2,2045,Shamela0011566-ara1.completed,357,895,Shamela0011566,0845Maqrizi.Mawaciz
9189408877489257715,-3654492682322209607,206158464944,2,2045,Shamela0011566-ara1.completed,1,295,Shamela0011566,0845Maqrizi.Mawaciz
-5053931807877610770,-3654492682322209607,60129606330,7,1544,Shamela0011566-ara1.completed,1148,1512,Shamela0011566,0845Maqrizi.Mawaciz
-5053931807877610770,-3654492682322209607,575525714033,2,1544,Shamela0011566-ara1.completed,1199,1489,Shamela0011566,0845Maqrizi.Mawaciz
-5053931807877610770,-3654492682322209607,249108149112,2,1544,Shamela0011566-ara1.completed,1,361,Shamela0011566,0845Maqrizi.Mawaciz
-5053931807877610770,-3654492682322209607,85899540168,4,1544,Shamela0011566-ara1.completed,370,1089,Shamela0011566,0845Maqrizi.Mawaciz
-5053931807877610770,-3654492682322209607,154618884819,5,1544,Shamela0011566-ara1.completed,572,864,Shamela0011566,0845Maqrizi.Mawaciz
-5053931807877610770,-3654492682322209607,523986166946,2,1544,Shamela0011566-ara1.completed,16,860,Shamela0011566,0845Maqrizi.Mawaciz
-5053931807877610770,-3654492682322209607,17179904366,2,1544,Shamela0011566-ara1.completed,10,349,Shamela0011566,0845Maqrizi.Mawaciz
-5053931807877610770,-3654492682322209607,111669194601,3,1544,Shamela0011566-ara1.completed,572,884,Shamela0011566,0845Maqrizi.Mawaciz
-5053931807877610770,-3654492682322209607,154618884811,3,1544,Shamela0011566-ara1.completed,1,1069,Shamela0011566,0845Maqrizi.Mawaciz
