cluster,size,seq,series,begin,end,id,book,author,ch_len
266288064918,2,1309,Shamela0011566-ara1.completed,611,1544,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,933
369367271583,2,1092,Shamela0011566-ara1.completed,1262,1537,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,275
214748454916,3,1092,Shamela0011566-ara1.completed,1,820,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,819
369367271582,2,1092,Shamela0011566-ara1.completed,820,1537,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,717
369367271580,2,1092,Shamela0011566-ara1.completed,362,1537,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1175
188978720103,2,1746,Shamela0011566-ara1.completed,1190,1637,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,447
17179907801,2,1746,Shamela0011566-ara1.completed,1,1190,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1189
154618837564,2,1359,Shamela0011566-ara1.completed,1037,1465,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,428
154618837563,2,1359,Shamela0011566-ara1.completed,1,561,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,560
300647864198,2,779,Shamela0011566-ara1.completed,1,374,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,373
300647864195,2,779,Shamela0011566-ara1.completed,374,1630,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1256
188978679599,2,1664,Shamela0011566-ara1.completed,1,161,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,160
120259193498,2,25,Shamela0011566-ara1.completed,791,1665,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,874
120259193499,2,25,Shamela0011566-ara1.completed,1,780,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,779
34359897668,2,25,Shamela0011566-ara1.completed,610,791,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,181
429496734083,2,1618,Shamela0011566-ara1.completed,481,1140,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,659
68719670411,2,1720,Shamela0011566-ara1.completed,92,334,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,242
360777449460,2,782,Shamela0011566-ara1.completed,400,1262,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,862
188978781470,2,782,Shamela0011566-ara1.completed,238,367,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,129
352187441854,2,782,Shamela0011566-ara1.completed,1,400,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,399
128849078875,2,1768,Shamela0011566-ara1.completed,798,1005,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,207
128849078874,2,1768,Shamela0011566-ara1.completed,1178,1611,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,433
77309502207,2,1929,Shamela0011566-ara1.completed,587,1507,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,920
77309502208,2,1929,Shamela0011566-ara1.completed,114,424,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,310
63826,2,1153,Shamela0011566-ara1.completed,1,600,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,599
498216261314,2,1153,Shamela0011566-ara1.completed,728,1638,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,910
283467847091,2,1824,Shamela0011566-ara1.completed,782,1462,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,680
300647731727,2,45,Shamela0011566-ara1.completed,1059,1516,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,457
386547162068,2,1698,Shamela0011566-ara1.completed,217,497,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,280
249108298311,2,597,Shamela0011566-ara1.completed,1,1206,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1205
309237795210,2,597,Shamela0011566-ara1.completed,1408,1600,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,192
481036375233,2,1441,Shamela0011566-ara1.completed,1483,1616,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,133
377957283145,3,1441,Shamela0011566-ara1.completed,1110,1467,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,357
34359929872,5,1048,Shamela0011566-ara1.completed,279,628,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,349
463856545415,2,838,Shamela0011566-ara1.completed,1199,1747,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,548
377957283144,2,838,Shamela0011566-ara1.completed,6,1199,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1193
377957261939,3,838,Shamela0011566-ara1.completed,32,221,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,189
326417616113,2,2186,Shamela0011566-ara1.completed,541,787,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,246
326417627872,2,1730,Shamela0011566-ara1.completed,621,1514,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,893
386547065392,2,1971,Shamela0011566-ara1.completed,1,460,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,459
240518331527,2,487,Shamela0011566-ara1.completed,1485,1687,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,202
369367226786,2,1890,Shamela0011566-ara1.completed,1,943,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,942
42949770840,2,588,Shamela0011566-ara1.completed,146,1221,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1075
42949770843,2,588,Shamela0011566-ara1.completed,1228,1498,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,270
42949770844,2,588,Shamela0011566-ara1.completed,1,141,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,140
420906952217,2,1119,Shamela0011566-ara1.completed,830,1483,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,653
34359929872,5,252,Shamela0011566-ara1.completed,1323,1677,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,354
85899361317,2,135,Shamela0011566-ara1.completed,750,1038,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,288
85899361314,2,135,Shamela0011566-ara1.completed,1,750,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,749
8590075552,2,453,Shamela0011566-ara1.completed,899,1098,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,199
25769892212,2,1600,Shamela0011566-ara1.completed,1424,1621,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,197
25769892210,2,1600,Shamela0011566-ara1.completed,54,651,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,597
25769826029,2,1870,Shamela0011566-ara1.completed,46,998,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,952
25769826030,2,1870,Shamela0011566-ara1.completed,810,1668,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,858
25769826032,3,1870,Shamela0011566-ara1.completed,1,679,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,678
171798730779,2,580,Shamela0011566-ara1.completed,531,1615,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1084
171798730780,2,580,Shamela0011566-ara1.completed,1,531,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,530
103079311595,2,1846,Shamela0011566-ara1.completed,91,473,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,382
111669207812,2,2050,Shamela0011566-ara1.completed,15,456,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,441
231928431175,2,1958,Shamela0011566-ara1.completed,8,1401,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1393
94489489834,2,837,Shamela0011566-ara1.completed,1,1102,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1101
377957283145,3,837,Shamela0011566-ara1.completed,1102,1574,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,472
163208765315,2,2089,Shamela0011566-ara1.completed,225,405,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,180
163208765316,2,2089,Shamela0011566-ara1.completed,1153,1518,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,365
188978575509,2,2033,Shamela0011566-ara1.completed,8,558,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,550
274878081006,2,2042,Shamela0011566-ara1.completed,417,595,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,178
223338330654,2,29,Shamela0011566-ara1.completed,1,1003,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1002
111669251194,2,1892,Shamela0011566-ara1.completed,881,1266,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,385
34359826412,2,1175,Shamela0011566-ara1.completed,890,1132,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,242
174006,2,1019,Shamela0011566-ara1.completed,734,984,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,250
60129595691,3,1111,Shamela0011566-ara1.completed,47,312,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,265
395137139374,2,2083,Shamela0011566-ara1.completed,1470,1593,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,123
257698080564,3,2075,Shamela0011566-ara1.completed,1,311,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,310
463856664186,2,2075,Shamela0011566-ara1.completed,454,697,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,243
51539784572,2,1993,Shamela0011566-ara1.completed,628,897,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,269
584115602903,2,1182,Shamela0011566-ara1.completed,1345,1530,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,185
137439098934,2,19,Shamela0011566-ara1.completed,247,1425,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1178
137439098935,2,19,Shamela0011566-ara1.completed,1,232,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,231
25770005598,2,19,Shamela0011566-ara1.completed,1341,1545,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,204
188978695702,4,1937,Shamela0011566-ara1.completed,1343,1553,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,210
188978695696,2,1937,Shamela0011566-ara1.completed,1,1531,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1530
188978695701,3,1937,Shamela0011566-ara1.completed,985,1343,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,358
111669265910,3,1937,Shamela0011566-ara1.completed,1,985,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,984
77309584494,3,2181,Shamela0011566-ara1.completed,30,192,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,162
214748514992,3,1114,Shamela0011566-ara1.completed,1048,1286,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,238
240518305453,2,511,Shamela0011566-ara1.completed,488,1314,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,826
266288176433,3,2096,Shamela0011566-ara1.completed,649,1109,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,460
257698219198,2,123,Shamela0011566-ara1.completed,1,566,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,565
403726957479,2,1461,Shamela0011566-ara1.completed,1145,1621,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,476
223338432694,2,1626,Shamela0011566-ara1.completed,1000,1510,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,510
25769881105,2,213,Shamela0011566-ara1.completed,1198,1529,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,331
17179943496,2,213,Shamela0011566-ara1.completed,879,1198,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,319
403727094866,2,2032,Shamela0011566-ara1.completed,677,1572,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,895
618475316178,2,2032,Shamela0011566-ara1.completed,1,677,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,676
60129646049,2,498,Shamela0011566-ara1.completed,968,1363,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,395
128849124623,2,498,Shamela0011566-ara1.completed,8,534,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,526
17180074830,2,887,Shamela0011566-ara1.completed,825,1654,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,829
309237869004,2,1076,Shamela0011566-ara1.completed,334,597,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,263
532576061925,2,648,Shamela0011566-ara1.completed,810,1453,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,643
652835085542,2,648,Shamela0011566-ara1.completed,6,535,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,529
446676798422,2,648,Shamela0011566-ara1.completed,1,810,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,809
60129650948,2,972,Shamela0011566-ara1.completed,285,702,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,417
300647906106,2,1470,Shamela0011566-ara1.completed,5,660,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,655
292057889028,2,547,Shamela0011566-ara1.completed,488,793,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,305
300647728254,2,1521,Shamela0011566-ara1.completed,1,689,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,688
300647728253,2,1521,Shamela0011566-ara1.completed,689,1547,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,858
283468021389,2,943,Shamela0011566-ara1.completed,1,935,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,934
283468021390,2,943,Shamela0011566-ara1.completed,1248,1689,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,441
455266616364,2,2258,Shamela0011566-ara1.completed,118,1037,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,919
481036375231,2,839,Shamela0011566-ara1.completed,575,1686,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1111
532576110032,2,839,Shamela0011566-ara1.completed,1,308,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,307
541166055675,2,1671,Shamela0011566-ara1.completed,7,871,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,864
68719570656,2,1918,Shamela0011566-ara1.completed,902,1327,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,425
395137069165,2,802,Shamela0011566-ara1.completed,427,888,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,461
317827621293,2,802,Shamela0011566-ara1.completed,1243,1593,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,350
60129684682,2,669,Shamela0011566-ara1.completed,747,1115,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,368
249108108275,2,993,Shamela0011566-ara1.completed,1163,1417,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,254
206158464946,2,2045,Shamela0011566-ara1.completed,1426,1556,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,130
154618932269,3,2045,Shamela0011566-ara1.completed,300,589,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,289
154618932267,2,2045,Shamela0011566-ara1.completed,357,895,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,538
412316875704,2,1629,Shamela0011566-ara1.completed,1302,1549,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,247
72325,2,590,Shamela0011566-ara1.completed,350,504,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,154
8590023889,2,590,Shamela0011566-ara1.completed,709,1096,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,387
8590023886,2,590,Shamela0011566-ara1.completed,1,1190,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1189
403726950459,2,577,Shamela0011566-ara1.completed,669,1609,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,940
403726950460,2,577,Shamela0011566-ara1.completed,1,660,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,659
369367369567,3,2044,Shamela0011566-ara1.completed,315,571,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,256
266288029622,2,910,Shamela0011566-ara1.completed,973,1455,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,482
249108172517,2,1082,Shamela0011566-ara1.completed,268,1715,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1447
8590079440,2,1696,Shamela0011566-ara1.completed,1333,1547,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,214
154618860043,3,1614,Shamela0011566-ara1.completed,435,629,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,194
180388658332,2,1614,Shamela0011566-ara1.completed,895,1549,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,654
154618860041,2,1614,Shamela0011566-ara1.completed,188,637,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,449
231928405987,4,171,Shamela0011566-ara1.completed,1369,1529,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,160
489626493368,2,239,Shamela0011566-ara1.completed,969,1203,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,234
240518382877,2,725,Shamela0011566-ara1.completed,866,1365,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,499
292057953654,2,725,Shamela0011566-ara1.completed,211,549,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,338
197568498548,3,1103,Shamela0011566-ara1.completed,226,657,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,431
171798833426,3,1103,Shamela0011566-ara1.completed,1,264,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,263
481036428048,2,507,Shamela0011566-ara1.completed,420,792,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,372
128849161371,2,507,Shamela0011566-ara1.completed,5,265,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,260
128849161370,2,507,Shamela0011566-ara1.completed,204,411,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,207
386547158982,2,507,Shamela0011566-ara1.completed,956,1716,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,760
395137004699,2,2257,Shamela0011566-ara1.completed,604,1276,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,672
94489363864,2,14,Shamela0011566-ara1.completed,717,1692,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,975
403727123269,2,14,Shamela0011566-ara1.completed,1,717,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,716
412316951495,2,806,Shamela0011566-ara1.completed,238,1535,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1297
309237683339,2,806,Shamela0011566-ara1.completed,1,238,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,237
231928380913,2,1954,Shamela0011566-ara1.completed,40,195,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,155
498216216595,2,902,Shamela0011566-ara1.completed,911,1392,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,481
309237862891,2,940,Shamela0011566-ara1.completed,29,561,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,532
386547263731,2,940,Shamela0011566-ara1.completed,567,1101,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,534
429496740612,2,940,Shamela0011566-ara1.completed,1108,1681,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,573
223338349612,2,501,Shamela0011566-ara1.completed,82,369,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,287
197568585297,3,1584,Shamela0011566-ara1.completed,1409,1616,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,207
17179987940,3,2070,Shamela0011566-ara1.completed,1,832,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,831
17180037046,2,1517,Shamela0011566-ara1.completed,653,803,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,150
17180037047,2,1517,Shamela0011566-ara1.completed,1433,1588,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,155
352187366410,2,351,Shamela0011566-ara1.completed,1,834,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,833
523986186067,2,751,Shamela0011566-ara1.completed,686,1205,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,519
506806159863,2,1306,Shamela0011566-ara1.completed,471,629,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,158
386547114572,2,1899,Shamela0011566-ara1.completed,21,361,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,340
326417600968,2,950,Shamela0011566-ara1.completed,1092,1676,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,584
174004,2,950,Shamela0011566-ara1.completed,587,1092,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,505
214748536435,2,557,Shamela0011566-ara1.completed,421,1165,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,744
85899496482,2,557,Shamela0011566-ara1.completed,1137,1528,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,391
206158603456,2,557,Shamela0011566-ara1.completed,1,350,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,349
8590103817,2,1867,Shamela0011566-ara1.completed,1,1216,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1215
343597517480,2,1090,Shamela0011566-ara1.completed,1269,1557,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,288
34359784669,2,1578,Shamela0011566-ara1.completed,802,947,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,145
171798735004,2,380,Shamela0011566-ara1.completed,260,947,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,687
584115712418,2,163,Shamela0011566-ara1.completed,942,1170,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,228
231928344255,2,1196,Shamela0011566-ara1.completed,1,732,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,731
206158616680,2,875,Shamela0011566-ara1.completed,1,260,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,259
541166012669,3,875,Shamela0011566-ara1.completed,253,1018,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,765
25769850484,3,2092,Shamela0011566-ara1.completed,5,191,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,186
481036499603,2,1736,Shamela0011566-ara1.completed,1276,1548,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,272
386547087480,3,1736,Shamela0011566-ara1.completed,1037,1548,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,511
120259209581,3,1736,Shamela0011566-ara1.completed,805,1235,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,430
120259209579,4,1736,Shamela0011566-ara1.completed,1,1276,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1275
94240,2,76,Shamela0011566-ara1.completed,277,520,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,243
274877972035,2,1142,Shamela0011566-ara1.completed,1171,1566,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,395
94489471080,2,146,Shamela0011566-ara1.completed,355,669,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,314
120259099681,2,1740,Shamela0011566-ara1.completed,164,1697,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1533
472446498446,2,1740,Shamela0011566-ara1.completed,1,164,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,163
214748469500,4,883,Shamela0011566-ara1.completed,94,375,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,281
128849156519,2,1723,Shamela0011566-ara1.completed,1378,1620,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,242
369367373081,2,1723,Shamela0011566-ara1.completed,303,1378,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1075
188978631777,2,911,Shamela0011566-ara1.completed,298,990,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,692
420906810096,2,911,Shamela0011566-ara1.completed,473,1654,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1181
249108140091,2,951,Shamela0011566-ara1.completed,1417,1596,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,179
335007461559,2,951,Shamela0011566-ara1.completed,1,1417,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1416
77309461859,2,1923,Shamela0011566-ara1.completed,1,1117,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1116
111669365833,2,144,Shamela0011566-ara1.completed,1,644,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,643
317827687164,2,1763,Shamela0011566-ara1.completed,1004,1155,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,151
100166,2,1710,Shamela0011566-ara1.completed,1,159,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,158
352187339836,2,1529,Shamela0011566-ara1.completed,8,167,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,159
523986214519,2,1529,Shamela0011566-ara1.completed,1,911,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,910
309237838155,2,1529,Shamela0011566-ara1.completed,911,1618,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,707
352187441853,2,781,Shamela0011566-ara1.completed,413,1596,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1183
463856600249,2,781,Shamela0011566-ara1.completed,1,413,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,412
369367376454,2,23,Shamela0011566-ara1.completed,654,1676,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1022
240518323210,2,23,Shamela0011566-ara1.completed,1,654,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,653
77309441068,2,1181,Shamela0011566-ara1.completed,107,280,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,173
206158464287,2,805,Shamela0011566-ara1.completed,1,438,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,437
309237683338,2,805,Shamela0011566-ara1.completed,411,1596,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1185
249108288475,2,2189,Shamela0011566-ara1.completed,934,1616,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,682
377957247610,2,2189,Shamela0011566-ara1.completed,270,915,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,645
60129737749,2,1636,Shamela0011566-ara1.completed,110,678,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,568
94489420471,2,2035,Shamela0011566-ara1.completed,979,1249,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,270
163208917639,2,1731,Shamela0011566-ara1.completed,47,1455,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,1408
360777427966,3,2115,Shamela0011566-ara1.completed,249,670,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,421
103079352752,4,1436,Shamela0011566-ara1.completed,144,632,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,488
17179974829,2,2047,Shamela0011566-ara1.completed,30,548,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,518
42949758833,2,1931,Shamela0011566-ara1.completed,296,867,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,571
231928435537,2,2184,Shamela0011566-ara1.completed,1100,1525,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,425
120259094108,2,1378,Shamela0011566-ara1.completed,1282,1505,Shamela0011566,0845Maqrizi.Mawaciz,0845Maqrizi,223
