,Distinct count
305,4
002,4
820,4
146,4
089,4
346,4
161,4
233,4
254,4
066,4
083,4
558,4
336,4
762,4
518,4
442,4
536,4
823,4
364,4
390,4
594,4
399,4
368,4
366,4
637,4
658,4
795,4
828,4
754,4
736,4
824,4
547,4
692,4
678,4
722,4
655,4
793,4
726,4
638,4
591,4
768,4
361,4
668,4
569,4
264,4
145,4
622,4
719,4
259,5
345,5
544,5
109,5
217,5
082,5
347,5
665,5
074,5
777,5
529,5
350,5
615,5
041,5
810,5
308,5
388,5
633,5
330,5
584,5
499,5
043,5
122,5
028,5
042,5
169,5
052,5
068,5
084,5
292,5
735,5
461,5
549,5
657,5
651,5
789,5
687,5
798,5
802,5
747,5
756,5
697,5
758,5
596,5
691,5
718,5
729,5
684,5
049,6
076,6
332,6
721,6
812,6
755,6
216,6
585,6
588,6
650,6
063,6
814,6
019,6
025,6
034,6
671,6
378,6
045,6
211,6
067,6
071,6
387,6
090,6
016,6
085,6
242,6
044,6
253,6
029,6
785,6
819,6
786,6
807,6
811,6
672,6
680,6
794,6
643,6
520,6
708,6
717,6
753,6
714,6
694,6
263,6
682,6
241,7
006,7
200,7
592,7
150,7
132,7
572,7
666,7
088,7
307,7
098,7
073,7
031,7
724,7
075,7
659,7
365,7
734,7
282,7
033,7
092,7
048,7
081,7
095,7
744,7
707,7
663,7
751,7
690,7
743,7
799,7
797,7
405,7
363,8
715,8
080,8
816,8
711,8
500,8
750,8
099,8
027,8
566,8
821,8
825,8
038,8
058,8
072,8
357,8
386,8
728,8
381,8
023,8
133,8
055,8
079,8
093,8
094,8
051,8
524,8
526,8
640,8
796,8
792,8
808,8
676,8
702,9
587,9
087,9
784,9
024,9
564,9
030,9
402,9
017,9
078,9
097,9
036,9
062,9
056,9
091,9
395,9
647,9
713,9
748,9
760,10
061,10
007,10
362,10
003,10
018,10
035,10
415,10
047,10
803,10
037,10
054,10
696,10
380,10
393,10
817,10
761,10
060,11
738,11
801,11
050,11
360,11
683,11
069,11
712,11
742,11
732,11
746,11
737,11
723,11
776,12
730,12
709,12
662,12
100,12
026,12
022,12
648,12
818,12
401,12
053,12
096,12
770,12
693,12
698,12
749,13
515,13
086,13
064,13
745,13
740,13
791,14
004,14
577,14
070,14
600,14
300,14
021,14
800,14
741,14
040,15
015,15
400,15
815,15
501,16
720,16
065,17
059,17
403,17
517,18
660,18
725,19
567,19
780,19
516,21
358,22
790,23
700,26
010,27
020,28
806,75
000,808
