,Distinct count
728,9
360,10
722,10
592,10
694,10
170,10
039,10
071,10
145,10
198,10
257,10
092,10
322,10
323,10
334,10
361,10
365,10
501,10
603,10
074,10
096,10
654,10
667,10
726,10
484,11
713,11
664,11
097,11
045,11
668,11
073,11
019,11
049,11
555,11
077,11
255,11
085,11
089,11
301,11
413,11
403,11
626,11
647,11
698,11
730,11
081,12
697,12
053,12
046,12
548,12
084,12
450,12
410,12
543,12
618,12
655,12
663,12
675,12
639,12
669,12
004,13
086,13
630,13
057,13
055,13
048,13
270,13
400,13
724,13
690,13
719,13
500,14
079,14
082,14
100,14
717,14
716,14
062,14
038,14
068,14
083,14
098,14
358,14
680,14
711,14
094,15
703,15
707,15
715,15
044,15
037,15
065,15
666,15
665,15
648,15
696,15
300,16
040,16
001,16
032,16
700,16
087,16
042,16
061,16
701,16
676,16
662,16
699,17
011,17
058,17
366,17
721,17
080,18
026,18
067,18
661,18
628,18
052,19
056,19
029,19
034,19
047,19
659,19
678,19
725,19
031,20
054,20
051,20
658,20
709,20
024,21
702,21
028,21
033,21
066,21
063,21
035,21
043,21
069,21
014,22
027,22
013,22
660,22
003,23
059,23
036,23
720,24
005,25
041,26
023,26
025,26
064,26
060,27
050,28
002,28
015,28
710,28
018,29
021,29
030,29
022,31
020,32
007,32
016,33
008,34
017,35
009,36
006,40
010,78
000,2384
