,section,st_pos,mid_pos,first-century,pre-fatimid,fatimid,ayyubid,bahri-mamluk,circassian-mamluk
171,172,141974,143074.0,2,0,0,1,5,0
172,173,144174,144719.0,0,0,0,0,1,0
173,174,145264,145399.0,0,0,0,0,0,0
174,175,145534,145738.0,0,0,0,0,1,0
175,176,145942,145991.5,0,0,0,0,0,0
176,177,146041,146328.5,0,0,0,0,1,0
177,178,146616,146738.0,0,0,0,0,0,0
178,179,146860,147381.0,0,0,0,0,1,0
179,180,147902,148015.0,0,0,0,1,0,0
180,181,148128,148965.0,0,0,0,0,1,0
181,182,149802,149893.5,0,0,0,0,0,0
182,183,149985,150390.5,0,0,0,0,1,0
183,184,150796,151340.5,0,0,0,0,1,0
184,185,151885,152219.0,0,0,0,0,1,0
185,186,152553,152641.0,0,0,0,0,0,0
186,187,152729,154394.0,1,0,0,0,1,0
187,188,156059,156198.0,0,0,0,0,0,0
188,189,156337,156788.5,0,0,0,0,1,0
189,190,157240,157362.5,0,0,0,0,0,0
190,191,157485,158037.5,0,0,0,0,1,0
191,192,158590,158701.5,0,0,0,0,0,0
192,193,158813,159466.5,0,0,0,0,1,0
193,194,160120,161401.0,0,0,0,0,2,0
194,195,162682,162771.5,0,0,0,0,0,0
195,196,162861,162973.0,1,0,0,0,1,0
196,197,163085,163542.0,0,0,0,0,0,0
197,198,163999,164115.5,0,0,0,0,0,0
198,199,164232,165013.0,0,0,0,0,1,0
199,200,165794,165912.5,0,0,0,0,0,0
200,201,166031,166233.0,1,0,0,0,2,0
201,202,166435,167565.5,0,0,0,0,1,0
202,203,168696,168803.0,1,0,0,0,0,0
203,204,168910,170711.0,2,0,0,0,0,0
204,205,172512,172715.5,0,0,0,1,0,0
205,206,172919,175219.5,2,0,0,0,1,0
206,207,177520,178313.0,0,0,0,0,0,0
207,208,179106,179250.5,0,0,0,0,0,0
208,209,179395,181672.0,0,0,0,0,1,0
209,210,183949,184203.0,0,0,0,2,0,0
210,211,184457,185612.0,2,0,0,0,1,0
211,212,186767,186875.0,0,0,0,0,0,0
212,213,186983,187590.5,0,0,0,0,1,0
213,214,188198,188558.5,1,0,0,1,0,0
214,215,188919,191045.5,0,0,0,1,1,0
215,216,193172,193492.0,0,0,0,3,1,0
216,217,193812,194906.5,1,0,0,2,4,0
217,218,196001,197039.5,0,0,0,0,2,0
218,219,198078,198359.0,0,0,0,0,0,0
219,220,198640,199328.0,0,0,0,0,1,0
220,221,200016,200150.5,0,0,0,1,0,0
221,222,200285,201613.5,0,0,0,1,1,0
222,223,202942,203839.5,0,0,0,0,2,0
223,224,204737,204937.0,0,0,0,3,0,0
224,225,205137,205610.0,0,0,0,0,1,0
225,226,206083,206635.5,0,0,0,0,1,0
226,227,207188,207398.0,0,0,0,1,0,0
227,228,207608,210051.0,0,0,0,0,1,0
228,229,212494,214007.5,0,0,0,0,0,0
229,230,215521,215740.5,0,0,0,1,0,0
230,231,215960,217607.0,0,0,0,4,2,0
231,232,219254,220619.0,0,0,0,0,1,0
232,233,221984,222419.0,0,0,0,1,1,0
233,234,222854,223479.0,0,0,0,0,1,0
234,235,224104,224373.0,0,0,0,2,0,0
235,236,224642,225770.5,1,0,0,0,1,0
236,237,226899,227119.0,0,0,0,2,0,0
237,238,227339,227970.0,0,0,0,0,3,0
238,239,228601,228867.5,0,0,0,0,3,0
239,240,229134,230650.5,3,0,0,0,3,1
240,241,232167,232534.5,0,0,0,3,1,0
241,242,232902,233967.5,5,0,0,3,6,0
242,243,235033,236130.0,1,0,0,2,2,0
243,244,237227,237908.5,0,0,0,0,1,0
244,245,238590,238996.5,2,0,0,4,1,0
245,246,239403,240377.5,0,0,0,0,3,0
246,247,241352,241539.5,1,0,0,2,1,0
247,248,241727,243001.0,1,0,0,0,1,0
248,249,244275,244575.5,0,0,0,0,3,0
249,250,244876,247063.5,0,0,0,0,1,0
250,251,249251,249441.5,0,0,0,1,0,0
251,252,249632,250037.0,0,0,0,0,1,0
252,253,250442,250663.5,0,0,0,0,1,0
253,254,250885,252214.5,1,0,0,0,1,0
254,255,253544,253704.5,0,0,0,3,1,0
255,256,253865,254655.0,1,0,0,0,1,0
256,257,255445,256451.0,0,0,0,0,1,0
257,258,257457,257630.0,0,0,0,0,0,0
258,259,257803,258725.0,0,0,0,0,1,0
259,260,259647,259718.5,0,0,0,1,0,0
260,261,259790,261064.5,0,0,0,0,1,0
261,262,262339,262524.0,1,0,0,1,0,0
262,263,262709,264118.0,1,0,0,0,1,0
263,264,265527,265668.5,0,0,0,1,2,0
264,265,265810,266730.0,0,0,0,1,6,0
265,266,267650,269133.5,0,0,0,1,2,0
266,267,270617,271613.5,1,0,0,0,1,0
267,268,272610,273174.5,0,0,0,2,2,0
268,269,273739,275167.0,0,0,0,0,1,0
269,270,276595,276803.0,0,0,0,0,0,0
270,271,277011,278216.5,0,0,0,1,1,0
271,272,279422,280521.5,0,0,0,0,1,0
272,273,281621,281848.5,0,0,0,1,0,0
273,274,282076,283355.0,4,0,0,0,1,0
274,275,284634,284899.0,0,0,0,0,1,0
275,276,285164,286904.0,1,0,0,0,1,0
276,277,288644,288922.0,1,0,0,0,1,0
277,278,289200,291182.5,2,0,0,0,6,0
278,279,293165,293441.5,0,0,0,1,1,0
279,280,293718,296933.5,1,0,1,0,1,0
280,281,300149,300296.5,1,0,0,0,1,0
281,282,300444,301848.5,0,0,0,0,2,0
282,283,303253,303424.0,0,0,0,0,1,0
283,284,303595,307615.0,3,0,0,0,1,0
284,285,311635,316169.0,4,0,0,0,8,0
285,286,320703,320817.0,0,0,0,0,1,0
286,287,320931,321634.5,1,0,0,0,0,0
287,288,322338,323818.0,0,0,0,0,1,0
288,289,325298,328141.5,0,0,0,0,1,0
289,290,330985,333472.0,0,0,0,0,0,0
290,291,335959,336301.5,1,0,0,0,0,0
291,292,336644,336934.5,0,0,0,0,1,0
292,293,337225,339224.5,3,0,0,0,0,0
293,294,341224,341378.5,3,0,0,0,0,0
294,295,341533,343905.5,0,0,0,0,1,0
295,296,346278,346504.0,0,0,0,0,2,0
296,297,346730,348460.5,1,0,0,0,1,0
297,298,350191,351144.0,1,0,0,0,1,0
298,299,352097,352466.0,0,0,0,0,0,0
299,300,352835,353315.5,0,0,0,0,1,0
300,301,353796,356121.0,1,0,0,0,2,0
301,302,358446,360171.0,1,0,0,0,1,0
302,303,361896,362951.5,0,0,0,0,0,0
303,304,364007,364159.5,0,0,0,0,1,0
304,305,364312,366853.0,1,0,0,0,1,0
305,306,369394,370744.5,1,0,0,0,2,0
306,307,372095,376455.5,4,0,0,0,9,0
307,308,380816,382541.0,1,0,0,0,2,0
308,309,384266,384635.5,0,0,0,0,0,0
309,310,385005,387334.5,1,0,0,0,1,0
310,311,389664,389786.5,0,0,0,0,5,0
311,312,389909,390848.5,1,0,0,0,0,0
312,313,391788,393436.0,2,0,0,0,2,0
313,314,395084,395217.5,0,0,0,0,0,0
314,315,395351,398568.0,0,0,0,0,1,0
315,316,401785,401900.0,0,0,0,0,1,0
316,317,402015,404503.0,2,0,0,0,6,0
317,318,406991,409795.5,0,0,0,0,3,0
318,319,412600,413655.5,0,0,0,0,0,0
319,320,414711,415018.0,6,0,0,0,1,0
320,321,415325,415786.0,0,0,0,0,1,0
321,322,416247,416527.5,0,0,0,0,4,0
322,323,416808,417060.0,0,0,0,0,1,0
323,324,417312,417422.5,1,0,0,0,2,0
324,325,417533,417760.5,0,0,0,0,1,0
325,326,417988,418145.0,0,0,0,0,0,0
326,327,418302,418781.0,0,0,0,0,1,0
327,328,419260,419423.0,1,0,0,0,1,0
328,329,419586,419726.0,0,0,0,0,1,0
329,330,419866,419954.5,1,0,0,0,0,0
330,331,420043,420404.0,0,0,0,0,1,0
331,332,420765,420942.5,0,0,0,0,2,0
332,333,421120,421656.5,0,0,0,0,1,0
333,334,422193,422621.0,0,0,0,0,0,0
334,335,423049,423337.5,0,0,0,0,0,0
335,336,423626,423996.5,0,0,0,0,1,0
336,337,424367,424676.5,5,0,0,0,3,0
337,338,424986,425082.0,0,0,0,0,1,0
338,339,425178,425453.0,0,0,0,0,0,0
339,340,425728,425989.0,0,0,0,0,0,0
340,341,426250,426517.0,0,0,0,0,1,0
341,342,426784,426979.0,0,0,0,0,0,0
342,343,427174,427645.0,0,0,0,0,1,0
343,344,428116,428281.5,0,0,0,0,1,0
344,345,428447,430273.5,0,0,0,0,1,0
345,346,432100,432250.5,0,0,0,0,1,0
346,347,432401,434168.0,0,0,0,0,1,0
347,348,435935,436167.0,0,0,0,0,0,0
348,349,436399,437593.0,0,0,0,0,1,0
349,350,438787,439190.0,0,0,0,0,2,0
350,351,439593,440377.0,0,0,0,0,1,0
351,352,441161,441322.0,0,0,0,0,0,0
352,353,441483,441967.5,0,0,0,0,1,0
353,354,442452,442684.5,0,0,0,0,1,0
354,355,442917,443209.0,0,0,0,0,1,0
355,356,443501,443724.5,0,0,0,0,0,0
356,357,443948,444428.0,0,0,0,0,1,1
357,358,444908,445001.0,0,0,0,0,0,0
358,359,445094,445597.5,0,0,0,0,1,0
359,360,446101,446378.0,0,0,0,0,0,0
360,361,446655,448148.5,0,0,0,0,1,0
361,362,449642,449893.5,1,0,0,0,0,0
362,363,450145,451345.0,0,0,0,0,1,0
363,364,452545,453065.0,0,0,0,0,0,0
364,365,453585,454242.5,0,0,0,0,1,0
365,366,454900,455414.0,0,0,0,0,4,0
366,367,455928,457820.5,2,0,0,0,1,0
367,368,459713,460829.5,0,0,0,0,0,0
368,369,461946,462519.5,0,0,0,0,3,0
369,370,463093,465275.0,0,0,0,0,1,0
370,371,467457,467580.0,0,0,0,0,0,0
371,372,467703,469795.5,0,1,0,0,1,0
372,373,471888,472099.0,0,0,0,0,0,0
373,374,472310,474418.0,0,0,0,0,1,0
374,375,476526,476729.5,2,0,0,0,3,0
375,376,476933,479708.0,0,0,0,0,1,0
376,377,482483,482648.0,0,0,0,0,1,0
377,378,482813,483240.0,0,0,0,0,0,0
378,379,483667,483877.0,0,0,0,0,2,0
379,380,484087,486077.0,0,0,0,0,4,0
380,381,488067,490029.0,0,0,0,0,0,0
381,382,491991,492217.0,0,0,0,0,2,0
382,383,492443,493334.0,0,0,0,0,0,0
383,384,494225,494868.0,1,0,0,0,1,1
384,385,495511,495605.0,0,0,0,0,0,0
385,386,495699,497827.5,0,0,0,0,0,1
386,387,499956,500075.5,0,0,0,0,0,0
387,388,500195,501385.5,1,0,0,0,0,1
388,389,502576,502855.0,0,0,0,0,2,0
389,390,503134,503819.0,0,0,0,0,1,1
390,391,504504,504691.5,0,0,0,0,0,0
391,392,504879,506058.0,0,0,0,0,0,1
392,393,507237,507583.5,0,0,0,0,1,0
393,394,507930,508633.0,0,0,0,0,0,0
394,395,509336,509647.5,0,0,0,0,1,0
395,396,509959,511045.0,0,0,0,0,0,1
396,397,512131,512289.5,0,0,0,0,1,0
397,398,512448,515074.5,0,0,0,0,2,2
398,399,517701,523148.5,1,0,0,1,0,1
399,400,528596,529099.0,0,0,0,0,0,0
400,401,529602,530884.5,0,0,0,0,0,1
401,402,532167,534299.5,0,0,0,0,0,0
402,403,536432,536566.0,0,0,0,0,0,0
403,404,536700,538557.0,0,0,0,0,0,1
404,405,540414,540829.5,1,0,0,0,3,0
405,406,541245,542574.0,0,0,0,0,0,1
406,407,543903,544314.0,2,0,0,0,1,0
407,408,544725,545769.0,0,0,0,0,0,1
408,409,546813,547094.0,1,0,0,0,1,0
409,410,547375,549601.5,0,0,0,0,0,1
410,411,551828,552135.0,0,0,0,0,0,0
411,412,552442,554176.5,0,0,0,0,0,1
412,413,555911,556235.5,0,0,0,0,4,0
413,414,556560,557753.0,0,0,0,0,0,1
414,415,558946,559382.0,0,0,0,0,1,0
415,416,559818,561068.5,0,0,0,0,0,1
416,417,562319,562618.5,1,0,0,0,1,0
417,418,562918,565005.5,0,0,0,0,0,1
418,419,567093,567458.5,0,0,0,0,0,0
419,420,567824,570759.5,3,0,0,0,0,1
420,421,573695,575094.5,0,0,0,0,0,1
421,422,576494,576680.5,0,0,0,0,0,0
422,423,576867,581418.0,0,0,0,0,0,1
423,424,585969,586139.0,0,0,0,0,2,0
424,425,586309,590870.5,0,0,0,0,0,1
425,426,595432,595834.5,1,0,0,0,3,0
426,427,596237,597500.5,0,0,0,0,0,1
427,428,598764,598912.0,0,0,0,0,0,0
428,429,599060,600682.5,0,0,0,0,0,2
429,430,602305,602511.5,0,0,0,0,1,0
430,431,602718,604172.0,0,0,0,0,0,2
431,432,605626,605794.5,0,0,0,0,1,0
432,433,605963,609626.5,0,0,0,0,1,1
433,434,613290,613439.0,0,0,0,0,2,0
434,435,613588,614507.5,0,0,0,0,0,1
435,436,615427,616008.0,0,0,0,0,0,0
436,437,616589,617920.5,0,0,0,0,0,0
437,438,619252,619649.5,3,0,0,0,2,0
438,439,620047,622097.0,0,0,0,0,0,1
439,440,624147,624384.0,0,0,0,0,2,0
440,441,624621,625997.5,0,0,0,0,0,1
441,442,627374,627505.0,0,0,0,0,0,1
442,443,627636,629717.0,1,0,0,0,0,1
443,444,631798,631909.0,0,0,0,0,1,0
444,445,632020,635934.0,0,0,0,0,0,1
445,446,639848,640037.5,1,0,0,0,0,1
446,447,640227,644196.0,1,0,0,0,1,6
447,448,648165,650977.0,1,0,0,0,0,1
448,449,653789,654011.0,0,0,0,0,0,1
449,450,654233,655212.5,0,0,0,0,0,1
450,451,656192,660096.0,1,0,0,0,2,3
451,452,664000,664084.0,0,0,0,0,0,0
452,453,664168,665883.0,0,0,0,0,0,1
453,454,667598,667854.5,0,0,0,0,2,1
454,455,668111,669406.0,0,0,0,0,0,1
455,456,670701,670929.5,2,0,0,0,1,0
456,457,671158,674692.0,0,0,0,0,1,3
457,458,678226,678316.5,0,0,0,0,1,0
458,459,678407,681294.0,2,0,0,0,0,1
459,460,684181,684481.5,1,0,0,0,1,1
460,461,684782,689085.5,2,0,0,0,0,2
461,462,693389,693597.5,0,0,0,0,1,1
462,463,693806,697203.0,1,0,0,0,0,2
463,464,700600,701038.5,2,0,0,0,2,1
464,465,701477,705191.0,1,0,0,0,2,2
465,466,708905,711306.5,0,0,0,0,0,1
466,467,713708,713971.0,1,0,0,0,1,1
467,468,714234,714657.5,0,0,0,0,0,1
468,469,715081,716800.0,1,0,0,0,0,2
469,470,718519,719208.5,1,0,2,0,0,1
470,471,719898,720604.0,0,0,0,0,0,1
471,472,721310,721611.0,1,0,0,0,0,1
472,473,721912,722400.5,0,0,0,0,0,1
473,474,722889,724687.5,0,0,0,0,0,1
474,475,726486,726610.0,0,0,0,0,0,0
475,476,726734,726909.0,0,0,0,0,0,0
476,477,727084,729206.0,1,0,0,0,1,3
477,478,731328,731594.5,1,0,0,0,0,0
478,479,731861,733613.5,1,0,0,0,0,1
479,480,735366,735699.5,0,0,0,0,1,0
480,481,736033,738272.5,5,0,1,0,1,1
481,482,740512,740824.0,1,0,0,0,1,1
482,483,741136,743618.0,0,0,0,0,0,2
483,484,746100,746355.5,0,0,0,0,0,1
484,485,746611,748830.0,0,0,0,0,0,2
485,486,751049,751691.5,0,0,0,0,2,1
486,487,752334,754408.0,1,0,0,0,0,5
487,488,756482,756877.0,1,0,0,0,1,1
488,489,757272,759344.5,0,0,0,0,0,2
489,490,761417,761887.5,1,0,0,0,1,2
490,491,762358,764840.0,3,0,0,0,2,4
491,492,767322,768096.5,0,0,0,0,1,3
492,493,768871,770087.5,0,0,0,0,0,1
493,494,771304,772568.0,1,0,0,0,0,1
494,495,773832,774080.5,2,0,0,0,1,1
495,496,774329,776278.0,1,0,0,0,0,1
496,497,778227,778408.0,1,0,0,0,0,0
497,498,778589,780749.5,2,0,0,0,1,1
498,499,782910,785678.0,2,0,0,0,1,1
499,500,788446,788634.5,0,0,0,0,0,1
500,501,788823,791360.5,1,0,0,0,0,1
501,502,793898,794592.0,1,0,0,0,1,2
502,503,795286,797569.0,2,0,0,0,0,1
503,504,799852,800246.0,0,0,0,0,3,0
504,505,800640,803659.5,1,0,0,0,0,1
505,506,806679,808027.0,0,0,0,0,0,2
506,507,809375,811058.5,0,0,0,0,0,1
507,508,812742,818724.5,0,0,0,0,1,0
508,509,824707,825379.5,0,0,0,0,3,0
509,510,826052,829691.5,0,0,0,0,0,4
510,511,833331,833555.0,0,0,0,0,2,0
511,512,833779,836647.0,1,0,0,0,0,2
512,513,839515,840159.5,1,0,0,0,1,0
