section,section_title,st_pos,mid_pos,@YY806,@YY010,@YY020,@YY700,@YY790,@YY358,@YY516,@YY725,@YY567,@YY780
900,### || وأما منشأة ابن ثعلب:,431495,431523.5,1,0,0,0,0,0,0,0,0,0
901,### || وأما باب اللوق:,431552,431601.5,0,0,0,0,0,0,0,0,0,0
902,### || وأما حكر قردمية:,431651,431685.0,0,0,0,0,0,0,0,0,0,0
903,### || وأما حكر كريم الدين:,431719,431736.0,0,0,0,0,0,0,0,0,0,0
904,### || وأما رحبة التبن:,431753,431792.5,1,0,0,0,0,0,0,0,0,0
905,### || وأما بستان السعيدي:,431832,431851.5,0,0,0,0,0,0,0,0,0,0
906,### || وأما بركة قرموط:,431871,431895.0,0,0,0,0,0,0,0,0,0,0
907,### || وأما الخور:,431919,431963.0,0,0,0,0,0,0,0,0,0,0
908,### ||| وهذا الصعبي:,432007,432079.5,1,0,0,0,0,0,0,0,0,0
909,### || بستان العدة:,432152,432189.5,0,0,0,0,0,0,0,0,0,0
910,### || حكر جوهر النوبي:,432227,432278.0,0,0,0,0,0,0,0,0,0,0
911,### || حكر خزائن السلاح:,432329,432368.0,0,0,0,0,0,0,0,0,0,0
912,### || حكر تكان:,432407,432464.0,0,0,0,0,0,0,0,0,0,0
913,### || حكر ابن الأسد جفريل:,432521,432540.5,0,0,0,0,0,0,0,0,0,0
914,### || حكر البغدادية:,432560,432585.5,0,0,0,0,0,0,0,0,0,0
915,### || حكر خطلبا:,432611,432716.5,0,0,0,0,0,0,0,0,0,0
916,### || حكر ابن منقذ:,432822,432875.5,0,0,0,0,0,0,0,0,0,0
917,### || حكر فارس المسلمين بدر بن رزيك:,432929,432945.0,0,0,0,0,0,0,0,0,0,0
918,### || حكر شمس الخواص مسرور:,432961,432983.0,0,0,0,0,0,0,0,0,0,0
919,### || حكر العلائي:,433005,433079.5,1,0,0,0,0,0,0,0,0,0
920,### || حكر الحريري:,433154,433180.0,0,0,0,0,0,0,0,0,0,0
921,### || حكر المساح:,433206,433221.0,0,0,0,0,0,0,0,0,0,0
922,### || الدكة ms1388:,433236,433280.5,1,0,0,0,0,0,0,0,0,0
923,### | ذكر المقس وفيه الكلام على المكس وكيف كان أصله في أول الإسلام,433325,434687.5,1,0,0,1,0,0,0,0,0,0
924,### || ذكر ميدان القمح,436050,436214.5,0,0,0,0,0,0,0,0,0,0
925,### || ذكر أرض الطبالة,436379,436712.5,1,0,0,0,0,0,0,1,0,0
926,### ||| ذكر حشيشة الفقراء,437046,437985.0,0,0,0,0,0,0,0,0,0,1
927,### | ذكر أرض البعل والتاج,438924,439070.0,0,0,0,0,0,0,0,0,0,0
928,### | ذكر ضواحي القاهرة,439216,439337.0,0,0,0,0,0,0,0,0,0,0
929,### || ذكر منية الأمراء,439458,439655.5,1,0,0,0,0,0,0,0,0,0
930,### || ذكر كوم الريش,439853,439970.0,2,0,0,0,0,0,0,0,0,0
931,### || ذكر بولاق,440087,440341.5,1,0,0,0,0,0,0,1,0,0
932,### || ذكر ما بين بولاق ومنشأة المهراني,440596,440681.5,0,0,0,0,0,0,0,0,0,0
933,### || وأما زريبة السلطان،,440767,440834.0,0,0,0,0,0,0,0,0,0,0
934,### || [منشاة الكتاب],440901,441098.0,1,0,0,0,0,0,0,0,0,0
935,### | ذكر خارج باب زويلة,441295,441590.0,0,0,0,0,0,0,0,0,0,0
936,### || حوض ابن هنس:,441885,441945.0,0,0,0,0,0,0,0,0,0,0
937,### || مناظر الكبش:,442005,442336.5,0,0,0,0,0,0,0,0,0,0
938,### || خط درب ابن البابا:,442668,442879.0,0,0,0,0,0,0,0,0,0,0
939,### || حكر الخازن:,443090,443142.0,0,0,0,0,0,0,0,0,0,0
940,### ||| سنجر الخازن:,443194,443264.0,0,0,0,0,0,0,0,0,0,0
941,### || ربع البزادرة:,443334,443369.5,0,0,0,0,0,0,0,0,0,0
942,### || خط قناطر السباع:,443405,443469.0,0,0,0,0,0,0,0,0,0,0
943,### || بئر الوطاويط:,443533,443717.5,0,0,0,0,0,0,0,0,0,0
944,### | ذكر خارج باب الفتوح,443902,444008.5,0,0,0,0,0,0,0,0,0,0
945,### || ذكر الخندق,444115,444926.0,0,0,0,0,0,0,0,0,0,0
946,### || صحراء الإهليلج:,445737,445758.0,0,0,0,0,0,0,0,0,0,0
947,### | ذكر خارج باب النصر,445779,446002.5,1,0,0,0,0,0,0,0,0,0
948,### || الريدانية,446226,446255.5,0,0,0,0,0,0,0,0,0,0
949,### | ذكر الخلجان التي بظاهر القاهرة,446285,446316.5,0,0,0,0,0,0,0,0,0,0
950,### || ذكر خليج مصر,446348,448170.0,0,0,0,1,0,0,0,0,0,0
951,### || ذكر خليج فم الخور وخليج الذكر,449992,450182.5,0,0,0,0,0,0,0,0,0,0
952,### || ذكر الخليج الناصري,450373,450611.5,0,0,0,0,0,0,0,1,0,0
953,### || ذكر خليج قنطرة الفخر,450850,450887.5,0,0,0,0,0,0,0,0,0,0
954,### | ذكر القناطر,450925,450945.5,0,0,0,0,0,0,0,0,0,0
955,### || ذكر قناطر الخليج الكبير,450966,451062.5,0,0,0,0,0,0,0,0,0,0
956,### || قنطرة السد:,451159,451264.0,0,0,0,0,0,0,0,0,0,0
957,### || قناطر السباع:,451369,451564.0,0,0,0,0,0,0,0,0,0,0
958,### || قنطرة عمر شاه:,451759,451768.0,0,0,0,0,0,0,0,0,0,0
959,### || قنطرة طقزدمر:,451777,451788.5,0,0,0,0,0,0,0,0,0,0
960,### || قنطرة اق سنقر:,451800,451828.0,0,0,0,0,0,0,0,0,0,0
961,### || قنطرة باب الخرق:,451856,451886.0,0,0,0,0,0,0,0,0,0,0
962,### || قنطرة الموسكي:,451916,451948.5,0,0,0,0,0,0,0,0,0,0
963,### || قنطرة الأمير حسين:,451981,452025.5,0,0,0,0,0,0,0,0,0,0
964,### || قنطرة باب القنطرة:,452070,452126.0,0,0,0,0,0,0,0,0,0,0
965,### || قنطرة باب الشعرية:,452182,452195.5,0,0,0,0,0,0,0,0,0,0
966,### || القنطرة الجديدة:,452209,452271.5,0,0,0,0,0,0,0,1,0,0
967,### || قناطر الإوز:,452334,452443.0,0,0,0,0,1,0,0,1,0,1
968,### || قناطر بني وائل:,452552,452597.5,0,0,0,0,1,0,0,1,0,0
969,### || قنطرة الأميرية:,452643,452723.5,0,0,0,0,0,0,0,1,0,0
970,### || قنطرة الفخر:,452804,452839.0,0,0,0,0,0,0,0,1,0,0
971,### || قنطرة قدادار:,452874,453359.0,0,0,0,0,0,0,0,0,0,0
972,### || قنطرة الكتبة:,453844,453961.5,1,0,0,0,0,0,0,0,0,0
973,### || قنطرة المقسي:,454079,454270.0,1,0,0,0,0,0,0,0,0,0
974,### || قنطرة باب البحر:,454461,454566.5,0,0,0,0,0,0,0,1,0,0
975,### || قنطرة الحاجب:,454672,454780.5,0,0,0,0,0,0,0,1,0,0
976,### || قنطرة الدكة:,454889,454923.5,0,0,0,0,0,0,0,0,0,0
977,### || قناطر بحر أبي المنجا:,454958,454977.5,0,0,0,0,0,0,0,0,0,0
978,### || قناطر الجيزة:,454997,455085.5,0,0,0,0,0,0,0,0,0,0
979,### | ذكر البرك,455174,455192.0,0,0,0,0,0,0,0,0,0,0
980,### || بركة الحبش:,455210,456318.5,0,0,0,0,0,0,0,0,0,0
981,### ||| ذكر المارداني,457427,457950.5,0,0,0,0,0,0,0,0,0,0
982,### || ذكر بساتين الوزير,458474,459145.0,0,0,0,0,0,0,0,0,0,0
983,### || بركة الشعيبية:,459816,460122.0,0,0,0,0,0,0,0,0,0,0
984,### ||| ذكر المعشوق,460428,460599.5,0,0,0,0,0,0,0,0,0,0
985,### || وأما ابن مماتي,460771,461046.0,0,0,0,0,0,0,0,0,0,0
986,### || بركة شطا:,461321,461391.5,0,0,0,0,0,0,0,0,0,0
987,### || بركة قارون:,461462,461681.5,0,0,0,0,0,0,0,0,0,0
988,### || بركة الفيل:,461901,462040.0,0,0,0,0,0,0,0,0,0,0
989,### || بركة الشقاف:,462179,462215.0,0,0,0,0,0,0,0,0,0,0
990,### || بركة السباعين:,462251,462278.0,0,0,0,1,0,0,0,0,0,0
991,### || بركة الرطلي:,462305,462458.5,1,0,0,0,1,0,0,0,0,0
992,### || البركة المعروفة ببطن البقرة:,462612,462769.5,0,0,0,1,0,0,0,0,0,0
993,### || بركة جناق:,462927,462967.0,0,0,0,0,0,0,0,0,0,0
994,### || بركة الحجاج:,463007,463483.0,1,0,0,0,0,0,0,0,0,0
995,### || بركة قرموط:,463959,464071.0,1,0,0,0,0,0,0,0,0,0
996,### || بركة قراجا:,464183,464201.5,0,0,0,0,0,0,0,0,0,0
997,### || البركة الناصرية:,464220,464350.0,1,0,0,0,0,0,0,0,0,0
998,### | ذكر الجسور,464480,464506.0,0,0,0,0,0,0,0,0,0,0
999,### || جسر الأفرم:,464532,464629.0,0,0,0,0,0,0,0,0,0,0
1000,### || الجسر الأعظم:,464726,464776.0,0,0,0,0,0,0,0,0,0,0
1001,### || الجسر بأرض الطبالة:,464826,464866.0,0,0,0,0,0,0,0,1,0,0
1002,### || الجسر من بولاق إلى منية الشيرج:,464906,465305.5,0,0,0,0,0,0,0,0,0,0
1003,### || الجسر بوسط النيل:,465705,465883.0,0,0,0,0,0,0,0,0,0,0
1004,### || الجسر فيما بين الجيزة والروضة:,466061,466692.5,0,0,0,0,0,0,0,0,0,0
1005,### || جسر الخليلي:,467324,467504.0,0,0,0,0,0,0,0,0,0,0
1006,### || جسر شيبين:,467684,467770.5,0,0,0,0,0,0,0,0,0,0
1007,### || جسرا مصر والجيزة:,467857,468049.5,0,0,0,0,0,1,0,0,0,0
1008,### || الجسر من قليوب إلى دمياط:,468242,468341.5,0,0,0,0,0,0,0,0,0,0
1009,### | وقد وجد بخط المصنف رحمه الله في أصله هنا ما صورته,468441,470667.5,0,1,0,0,0,0,0,0,0,0
1010,### | ذكر الجزائر,472894,473105.5,0,0,0,0,0,0,0,0,0,0
1011,### || ذكر الروضة,473317,475083.0,0,0,0,0,0,0,0,0,0,0
1012,### ||| ذكر قلعة الروضة,476849,477730.0,0,0,1,0,0,0,0,0,0,0
1013,### || جزيرة الفيل:,478611,478891.5,1,0,0,0,0,0,0,0,0,0
1014,### || جزيرة أروى:,479172,479253.0,1,0,0,1,0,0,0,0,0,0
1015,### || الجزيرة التي عرفت بحليمة:,479334,479456.0,0,0,0,0,0,0,0,0,0,0
1016,### | ذكر السجون,479578,479841.5,0,0,0,0,0,0,0,0,0,0
1017,### || حبس المعونة بمصر:,480105,480226.5,0,0,0,0,0,0,0,0,0,0
1018,### || حبس الصيار:,480348,480422.0,0,0,0,0,0,0,0,0,0,0
1019,### || خزانة البنود:,480496,480561.5,0,0,0,0,0,0,0,0,0,0
1020,### || حبس المعونة من القاهرة:,480627,480658.5,0,0,0,0,0,0,0,0,0,0
1021,### || خزانة شمائل:,480690,480753.0,0,0,0,0,0,0,0,0,0,0
1022,### ||| وشمائل هذا:,480816,480872.5,0,0,0,0,0,0,0,0,0,0
1023,### || المقشرة:,480929,480974.0,0,0,0,0,0,0,0,0,0,0
1024,### || الجب بقلعة الجبل:,481019,481098.5,0,0,0,0,0,0,0,0,0,0
1025,### | ذكر المواضع المعروفة بالصناعة,481178,481951.0,0,0,0,0,0,0,0,0,0,0
1026,### || الفداء الأول:,482724,482805.0,0,0,0,0,0,0,0,0,0,0
1027,### || الفداء الثاني:,482886,482912.0,0,0,0,0,0,0,0,0,0,0
1028,### || الفداء الثالث:,482938,482995.5,0,0,0,0,0,0,0,0,0,0
1029,### || الفداء الرابع:,483053,483094.5,0,0,0,0,0,0,0,0,0,0
1030,### || الفداء الخامس:,483136,483168.5,0,0,0,0,0,0,0,0,0,0
1031,### || الفداء السادس:,483201,483213.0,0,0,0,0,0,0,0,0,0,0
1032,### || الفداء السابع:,483225,483272.0,0,0,0,0,0,0,0,0,0,0
1033,### || الفداء الثامن:,483319,483348.0,0,0,0,0,0,0,0,0,0,0
1034,### || الفداء التاسع:,483377,483396.0,0,0,0,0,0,0,0,0,0,0
1035,### || الفداء العاشر:,483415,483454.0,0,0,0,0,0,0,0,0,0,0
1036,### || الفداء الحادي عشر:,483493,483521.0,0,0,0,0,0,0,0,0,0,0
1037,### || الفداء الثاني عشر:,483549,483600.0,0,0,0,0,0,0,0,0,0,0
1038,### || الفداء الثالث عشر:,483651,484798.0,0,0,0,0,0,0,0,0,0,0
1039,### || صناعة المقس:,485945,486383.5,0,0,0,0,0,0,0,0,0,0
1040,### || صناعة الجزيرة:,486822,486869.5,0,0,0,0,0,0,0,0,0,0
1041,### || صناعة مصر:,486917,487151.0,1,0,0,1,0,0,0,0,0,0
1042,### | ذكر الميادين,487385,487402.0,0,0,0,0,0,0,0,0,0,0
1043,### || ميدان الإخشيد:,487419,487465.5,0,0,0,0,0,0,0,0,0,0
1044,### || ميدان القصر:,487512,487541.0,0,0,0,0,0,0,0,0,0,0
1045,### || ميدان قراقوش:,487570,487576.5,0,0,0,0,0,0,0,0,0,0
1046,### || ميدان الملك العزيز:,487583,487636.0,0,0,0,0,0,0,0,0,0,0
1047,### || الميدان الصالحي:,487689,487839.5,0,0,0,0,0,0,0,0,0,0
1048,### || الميدان الظاهري:,487990,488114.0,1,0,0,0,0,0,0,0,0,0
1049,### || ميدان بركة الفيل:,488238,488367.0,0,0,0,0,0,0,0,0,0,0
1050,### || ميدان المهاري:,488496,488635.5,0,0,0,0,0,0,0,0,0,0
1051,### || ميدان سرياقوس:,488775,489166.5,0,0,0,0,0,0,0,0,0,0
1052,### || الميدان الناصري:,489558,489787.0,0,0,0,0,0,0,0,0,0,0
1053,### | ذكر قلعة الجبل,490016,490773.0,0,0,0,0,0,0,0,0,0,0
1054,### || ذكر بناء قلعة الجبل,491530,491938.0,0,0,0,0,0,0,0,0,0,0
1055,### || البئر التي بالقلعة:,492346,492404.0,0,0,0,0,0,0,0,0,0,0
1056,### || ذكر صفة القلعة,492462,492649.0,0,0,0,0,0,0,0,0,0,0
1057,### ||| باب الدرفيل:,492836,492866.0,0,0,0,0,0,0,0,0,0,0
1058,### ||| دار العدل القديمة:,492896,493380.0,0,0,0,0,0,0,0,0,0,0
1059,### ||| الإيوان: المعروف بدار العدل،,493864,494052.0,0,0,0,0,0,0,0,0,0,0
1060,### |||| ذكر النظر في المظالم,494240,494812.0,0,0,0,0,0,0,0,0,0,0
1061,### |||| ذكر خدمة الإيوان المعروف بدار العدل,495384,495679.0,0,0,0,0,0,0,0,0,0,0
1062,### ||| القصر الأبلق:,495974,496229.0,0,0,0,0,0,0,0,0,0,0
1063,### ||| الأسمطة السلطانية:,496484,496656.0,0,0,0,0,0,0,0,0,0,0
1064,### ||| ذكر العلامة السلطانية,496828,497043.0,0,0,0,0,0,0,0,0,0,0
1065,### ||| الأشرفية:,497258,497341.0,0,0,0,0,0,0,0,0,0,0
1066,### ||| البيسرية:,497424,497512.0,0,0,0,0,0,0,0,0,0,0
1067,### ||| الدهيشة:,497600,497670.0,0,0,0,0,0,0,0,0,0,0
1068,### ||| السبع قاعات:,497740,497756.5,0,0,0,0,0,0,0,0,0,0
1069,### ||| الجامع بالقلعة:,497773,497861.0,0,0,0,0,0,0,0,0,0,0
1070,### ||| الدار الجديدة:,497949,497967.5,0,0,0,0,0,0,0,0,0,0
1071,### ||| خزانة الكتب:,497986,498013.5,0,0,0,0,0,0,0,0,0,0
1072,### ||| القاعة الصالحية:,498041,498056.5,0,0,0,0,0,0,0,0,0,0
1073,### ||| باب النحاس:,498072,498084.5,0,0,0,0,0,0,0,0,0,0
1074,### ||| باب القلة:,498097,498127.0,0,0,0,0,0,0,0,0,0,0
1075,### ||| الرفرف:,498157,498186.5,0,0,0,0,0,0,0,0,0,0
1076,### ||| الجب:,498216,498253.0,0,0,0,0,0,0,0,0,0,0
1077,### ||| الطبلخاناه تحت القلعة:,498290,498441.0,0,0,0,0,0,0,0,0,0,0
1078,### ||| الطباق بساحة الإيوان:,498592,499055.0,0,0,0,0,0,0,0,0,0,0
1079,### ||| دار النيابة:,499518,499850.0,0,0,0,0,0,0,0,0,0,0
1080,### || ذكر جيوش الدولة التركية وزيها وعوايدها,500182,500937.0,0,0,0,0,0,0,0,0,0,0
1081,### ||| أمراء الألوف ومماليكهم,501692,501707.0,0,0,0,0,0,0,0,0,0,0
1082,### ||| أمراء طبلخاناه ومماليكهم,501722,501735.0,0,0,0,0,0,0,0,0,0,0
1083,### ||| كشاف وولاة بالأقاليم,501748,501772.5,0,0,0,0,0,0,0,0,0,0
1084,### ||| أمراء العشراوات ومماليكهم,501797,501807.0,0,0,0,0,0,0,0,0,0,0
1085,### ||| ولاة الأقاليم,501817,501833.0,0,0,0,0,0,0,0,0,0,0
1086,### ||| مقدموا الحلقة والأجناد,501849,501861.5,0,0,0,0,0,0,0,0,0,0
1087,### ||| نقباء الألوف,501874,501878.5,0,0,0,0,0,0,0,0,0,0
1088,### ||| مماليك السلطان وأجناد الحلقة,501883,501897.0,0,0,0,0,0,0,0,0,0,0
1089,### ||| عبرة ذلك,501911,501920.5,0,0,0,0,0,0,0,0,0,0
1090,### ||| الارتفاع,501930,501948.0,0,0,0,0,0,0,0,0,0,0
1091,### ||| الألوف الخرجية،,501966,501987.5,0,0,0,0,0,0,0,0,0,0
1092,### ||| الطبلخاناه الخاصكية،,502009,502030.5,0,0,0,0,0,0,0,0,0,0
1093,### ||| الطبلخاناه الخرجية,502052,502073.0,0,0,0,0,0,0,0,0,0,0
1094,### ||| العشراوات الخاصكية,502094,502114.0,0,0,0,0,0,0,0,0,0,0
1095,### ||| العشراوات الخرجية,502134,502154.0,0,0,0,0,0,0,0,0,0,0
1096,### ||| الكشاف,502174,502196.0,0,0,0,0,0,0,0,0,0,0
1097,### ||| الولاة الاصطبلخاناه،,502218,502239.5,0,0,0,0,0,0,0,0,0,0
1098,### ||| الولاة العشراوات،,502261,502281.5,0,0,0,0,0,0,0,0,0,0
1099,### ||| مقدمو مماليك السلطان،,502302,502322.5,0,0,0,0,0,0,0,0,0,0
1100,### ||| مقدموا الحلقة،,502343,502361.0,0,0,0,0,0,0,0,0,0,0
1101,### ||| نقباء الألوف,502379,502428.5,0,0,0,0,0,0,0,0,0,0
1102,### ||| اجناد الحلقة,502478,502526.0,0,0,0,0,0,0,0,0,0,0
1103,### ||| وأرباب الوظائف من الأمراء بعد النيابة والوزارة،,502574,502753.5,0,0,0,0,0,0,0,0,0,0
1104,### ||| ذكر الحجبة,502933,503091.0,0,0,0,0,0,0,0,0,0,0
1105,### |||| ذكر أحكام السياسة,503249,504010.5,1,0,0,0,0,0,0,0,0,0
1106,### ||| أمير جاندار:,504772,504810.5,0,0,0,0,0,0,0,0,0,0
1107,### ||| الأستادار:,504849,504939.0,0,0,0,0,0,0,0,0,0,0
1108,### ||| أمير سلاح:,505029,505047.0,0,0,0,0,0,0,0,0,0,0
1109,### ||| الدوادار:,505065,505184.0,0,0,0,0,0,0,0,0,0,0
1110,### ||| نقابة الجيوش:,505303,505380.0,0,0,0,0,0,0,0,0,0,0
1111,### ||| الولاية:,505457,505531.5,0,0,0,0,0,0,0,0,0,0
1112,### ||| قاعة الصاحب:,505606,505880.5,0,0,0,0,0,0,0,0,0,0
1113,### ||| نظر الدولة:,506155,506331.5,0,0,0,0,0,0,0,0,0,0
1114,### ||| نظر البيوت:,506508,506536.5,0,0,0,0,0,0,0,0,0,0
1115,### ||| نظر بيت المال:,506565,506625.5,0,0,0,0,0,0,0,0,0,0
1116,### ||| نظر الإصطبلات:,506686,507034.5,0,0,0,0,0,0,0,0,0,0
1117,### ||| ديوان الإنشاء:,507383,507840.0,0,0,0,0,0,0,0,0,0,0
1118,### ||| نظر الجيش:,508297,508320.5,0,0,0,0,0,0,0,0,0,0
1119,### ||| نظر الخاص:,508344,508438.0,0,0,0,0,1,0,0,0,0,0
1120,### || [ذكر عادة هذه المملكة في خلع ومراتبها],508532,509004.0,0,0,0,0,0,0,0,0,0,0
1121,### ||| الميدان بالقلعة:,509476,509672.5,0,0,0,0,0,0,0,0,0,0
1122,### ||| الحوش:,509869,510080.5,0,0,0,0,0,0,0,0,0,0
1123,### ||| ذكر المياه التي بقلعة الجبل,510292,510605.0,0,0,0,0,0,0,0,0,0,0
1124,### ||| المطبخ:,510918,511130.0,0,0,0,0,0,0,0,0,0,0
1125,### ||| أبراج الحمام:,511342,511664.5,0,0,0,0,0,0,0,0,0,0
1126,### || ذكر ملوك مصر منذ بنيت قلعة الجبل,511987,512131.5,0,0,1,0,0,2,0,0,1,0
1127,### ||| ذكر من ملك مصر من الأكراد,512276,513687.5,0,2,0,0,0,0,0,0,1,0
1128,### ||| ذكر ms1651 دولة المماليك البحرية,515099,516732.5,0,0,0,0,0,0,0,0,0,0
1129,### ||| ذكر دولة المماليك الجراكسة,518366,519670.5,0,2,0,0,0,0,0,0,0,0
1130,### | ذكر المساجد الجامعة,520975,521384.0,0,0,1,0,0,0,0,0,1,0
1131,### | ذكر الجوامع,521793,521830.0,0,0,0,0,0,0,0,0,0,0
1132,### || الجامع العتيق,521867,525711.0,0,0,0,0,0,1,0,0,1,0
1133,### ||| ذكر المحاريب التي بديار مصر وسبب اختلافها وتعيين الصواب فيها وتبيين الخطأ منها,529555,532372.5,0,0,0,0,0,0,1,0,0,0
1134,### || جامع العسكر,535190,535367.5,0,0,0,0,0,0,0,0,0,0
1135,### || ذكر العسكر,535545,535811.5,0,0,0,0,0,1,0,0,0,0
1136,### || جامع ابن طولون,536078,536627.0,0,0,0,0,0,0,0,0,0,0
1137,### ||| حديث الكنز:,537176,537662.5,0,0,0,0,0,0,0,0,0,0
1138,### ||| تجديد الجامع:,538149,538664.0,0,0,0,0,0,0,0,0,0,0
1139,### ||| ذكر دار الإمارة,539179,539292.5,0,0,0,0,0,0,0,0,0,0
1140,### ||| ذكر الأذان,539406,540790.0,0,0,0,0,0,0,0,0,1,0
1141,### || الجامع الأزهر,542174,543551.0,0,0,0,0,0,0,0,1,0,0
1142,### || جامع الحاكم,544928,546198.0,0,0,0,0,0,0,0,0,0,0
1143,### ||| «هيئة صلاة الجمعة في أيام الخلفاء الفاطميين»,547468,547917.0,0,0,0,0,0,0,0,0,0,0
1144,### || جامع راشدة,548366,548808.0,1,0,0,0,0,0,0,0,0,0
1145,### || جامع المقس,549250,549446.5,0,0,0,0,0,0,0,0,0,0
1146,### ||| العزيز بالله:,549643,550025.5,0,1,0,0,0,0,0,0,0,0
1147,### ||| الحاكم بأمر الله:,550408,551911.0,0,0,0,0,0,0,0,0,0,0
1148,### || جامع الفيلة,553414,553638.0,0,0,0,0,0,0,0,0,0,0
1149,### || جامع المقياس,553862,553871.0,0,0,0,0,0,0,0,0,0,0
1150,### || الجامع الأقمر,553880,554141.5,0,0,0,0,0,1,0,0,0,0
1151,### ||| الآمر بأحكام الله:,554403,554730.0,0,0,0,0,0,0,0,0,0,0
1152,### ||| يلبغا السالمي:,555057,555544.0,0,0,0,0,0,0,0,0,0,0
1153,### || جامع الظافر,556031,556108.0,0,0,0,0,0,0,0,0,0,0
1154,### || جامع الصالح,556185,556299.0,0,0,0,0,0,0,0,0,0,0
1155,### ||| طلائع بن رزيك:,556413,556756.5,0,0,0,0,0,0,0,0,0,0
1156,### ||| ذكر الأحباس,557100,557796.0,1,0,0,0,0,0,0,0,0,0
1157,### || الجامع بجوار تربة الشافعي بالقرافة,558492,558524.5,0,0,0,0,0,0,0,0,0,0
1158,### || جامع محمود بالقرافة,558557,558674.5,0,0,0,0,0,0,0,0,0,0
1159,### || جامع الروضة بقلعة جزيرة الفسطاط,558792,558845.5,0,0,0,0,0,0,0,0,0,0
1160,### || جامع غين بالروضة,558899,558990.0,0,0,0,0,0,0,0,0,0,0
1161,### ||| غين,559081,559287.0,0,0,0,0,0,0,0,0,0,0
1162,### || جامع الأفرم,559493,559537.0,0,0,0,0,0,0,0,0,0,0
1163,### || الجامع بمنشأة المهراني,559581,559769.0,0,0,0,0,0,0,0,0,0,0
1164,### || جامع دير الطين,559957,560026.0,0,0,0,0,0,0,0,0,0,0
1165,### ||| محمد بن علي بن محمد بن سليم بن حنا:,560095,560315.0,0,0,0,0,0,0,0,0,0,0
1166,### || جامع الظاهر,560535,560826.5,0,0,0,0,0,0,0,0,0,0
1167,### ||| بيبرس:,561118,562151.5,0,0,0,0,0,0,0,0,0,0
1168,### || جامع ابن اللبان,563185,563257.0,0,0,0,0,0,0,0,0,0,0
1169,### || الجامع الطيبرسي,563329,563391.0,1,0,0,0,0,0,0,0,0,0
1170,### || الجامع الجديد الناصري,563453,563576.5,0,0,0,0,0,0,0,0,0,0
1171,### ||| محمد بن قلاون:,563700,564513.5,0,1,1,0,0,0,0,0,0,0
1172,### || الجامع بالمشهد النفيسي,565327,565374.0,0,0,0,0,0,0,0,0,0,0
1173,### || جامع الأمير حسين,565421,565476.5,0,0,0,0,0,0,0,0,0,0
1174,### || جامع الماس,565532,565544.0,0,0,0,0,0,0,0,0,0,0
1175,### ||| وكان الماس هذا,565556,565728.0,0,0,0,0,0,0,0,0,0,0
1176,### || جامع قوصون,565900,565963.5,0,0,0,0,0,0,0,0,0,0
1177,### ||| قوصون:,566027,566226.5,0,0,0,0,0,0,0,0,0,0
1178,### || جامع المارداني,566426,566481.0,0,0,0,0,0,0,0,0,0,0
1179,### ||| ألطنبغا المارداني الساقي:,566536,566670.5,0,0,0,0,0,0,0,0,0,0
1180,### || جامع أصلم,566805,566816.5,0,0,0,0,0,0,0,0,0,0
1181,### ||| أصلم:,566828,566925.0,0,0,0,0,0,0,0,0,0,0
1182,### || جامع بشتاك,567022,567091.0,0,0,0,0,0,0,0,0,0,0
1183,### || جامع آق سنقر,567160,567210.5,0,0,0,0,0,0,0,0,0,0
1184,### || جامع آق سنقر,567261,567400.0,0,0,0,0,0,0,0,0,0,0
1185,### ||| آق سنقر: السلاري،,567539,567702.0,0,0,0,0,0,0,0,0,0,0
1186,### || جامع آل ملك,567865,567888.5,0,0,0,0,0,0,0,0,0,0
1187,### ||| آل ملك:,567912,568081.0,0,0,0,0,0,0,0,0,0,0
1188,### || جامع الفخر,568250,568309.5,0,0,0,0,1,0,0,0,0,0
1189,### ||| والفخر:,568369,568629.0,0,0,0,0,0,0,0,0,0,0
1190,### || جامع نائب الكرك,568889,568914.5,1,0,0,0,0,0,0,0,0,0
1191,### || جامع الخطيري ببولاق,568940,569080.0,0,0,0,2,0,0,0,0,0,0
1192,### ||| ايدمر الخطيري:,569220,569367.5,1,0,0,0,0,0,0,0,0,0
1193,### || جامع قيدان,569515,569600.0,0,0,0,0,0,0,0,0,0,0
1194,### || جامع الست حدق,569685,569717.0,0,0,0,0,0,0,0,0,0,0
1195,### || جامع ابن غازي,569749,569775.0,0,0,0,0,0,0,0,0,0,0
1196,### || جامع التركماني,569801,569835.5,1,0,0,0,0,0,0,0,0,0
1197,### ||| التركماني محمد،,569870,569935.5,0,0,0,0,0,0,0,0,0,0
1198,### || جامع شيخو,570001,570039.0,0,0,0,0,0,0,0,0,0,0
1199,### ||| شيخو:,570077,570383.0,0,0,0,0,0,0,0,0,0,0
1200,### || جامع الجاكي,570689,570747.0,1,0,0,0,0,0,0,0,0,0
1201,### || جامع التوبة,570805,570848.0,0,0,0,0,0,0,0,0,0,0
1202,### || جامع صاروجا,570891,570925.0,0,0,0,0,0,0,0,0,0,0
1203,### || جامع الطباخ,570959,570994.5,0,0,0,0,0,0,0,0,0,0
1204,### ||| علي بن الطباخ:,571030,571211.0,0,0,0,0,0,0,0,0,0,0
1205,### || جامع الأسيوطي,571392,571449.0,0,0,0,0,0,0,0,0,0,0
1206,### || جامع الملك الناصر حسن,571506,571856.0,0,0,0,0,0,0,0,0,0,0
