date,freq,25-y
39,12,50
44,12,50
339,12,350
84,12,100
306,13,325
70,13,75
670,13,675
290,13,300
674,13,675
622,13,625
714,13,725
83,13,100
590,13,600
570,13,575
593,13,600
45,13,50
62,13,75
612,13,625
616,13,625
79,13,100
367,13,375
608,13,625
599,13,600
55,13,75
59,13,75
46,13,50
803,13,825
706,13,725
390,13,400
264,13,275
58,13,75
671,13,675
34,13,50
24,13,25
647,14,650
654,14,675
742,14,750
23,14,25
548,14,550
99,14,100
29,14,50
629,14,650
2,14,25
683,14,700
741,14,750
21,14,25
665,14,675
88,14,100
662,14,675
6,14,25
297,14,300
512,14,525
78,14,100
644,15,650
737,15,750
345,15,350
16,15,25
63,15,75
270,15,275
635,15,650
53,15,75
667,15,675
604,15,625
618,15,625
668,15,675
596,15,600
47,15,50
646,15,650
581,15,600
626,15,650
648,15,650
97,15,100
645,15,650
450,15,450
652,15,675
682,15,700
640,15,650
698,15,700
330,15,350
305,15,325
50,15,50
676,15,700
340,16,350
697,16,700
28,16,50
673,16,675
400,16,425
679,16,700
658,16,675
603,16,625
651,16,675
613,16,625
11,16,25
745,16,750
80,16,100
727,16,750
739,16,750
41,16,50
17,16,25
713,16,725
98,16,100
300,16,325
82,16,100
677,16,700
357,16,375
18,16,25
726,16,750
36,16,50
723,17,725
729,17,750
738,17,750
619,17,625
634,17,650
689,17,700
639,17,650
337,17,350
721,17,725
310,17,325
704,17,725
43,17,50
687,17,700
722,17,725
42,17,50
623,17,625
549,17,550
638,18,650
602,18,625
606,18,625
730,18,750
642,18,650
610,18,625
659,18,675
715,18,725
614,18,625
661,18,675
302,18,325
96,18,100
718,18,725
93,18,100
31,18,50
22,18,25
322,18,325
32,18,50
653,19,675
625,19,625
684,19,700
360,19,375
600,19,625
51,19,75
724,19,725
716,19,725
633,19,650
12,19,25
731,19,750
25,19,25
650,19,650
717,19,725
27,19,50
681,20,700
692,20,700
725,20,725
686,20,700
660,20,675
694,20,700
48,20,50
95,20,100
707,20,725
712,20,725
19,20,25
35,20,50
358,21,375
685,21,700
701,21,725
64,21,75
10,21,25
627,22,650
40,22,50
656,22,675
702,22,725
631,22,650
678,22,700
65,22,75
703,22,725
693,23,700
643,23,650
303,23,325
720,23,725
92,23,100
728,24,750
637,24,650
615,24,625
708,25,725
691,25,700
719,25,725
680,25,700
52,25,75
700,26,725
630,26,650
620,27,625
696,28,700
636,28,650
617,29,625
749,29,750
695,31,700
690,31,700
709,33,725
699,33,700
711,33,725
710,36,725
000,0,875
